text,option1,option2,option3,option4,correct_option,explanation,subject_id,question_image,explanation_image
Which of the following describes a Kennedy Class I arch?,A unilateral edentulous area posterior to remaining teeth,A bilateral edentulous area posterior to remaining teeth,A single edentulous area anterior to the remaining teeth,Multiple edentulous areas posterior to natural teeth,2,"<b>Explanation:</b><br>
A <b>Kennedy Class I</b> arch has <b>bilateral edentulous areas located posterior to the remaining natural teeth</b>. In simpler terms, both sides of the arch are missing posterior teeth, leaving distal extension bases that rely on the residual ridge for support rather than teeth.<br><br>
This type of partial denture design requires additional consideration for <b>indirect retention</b> (to prevent lifting of the base during function) and <b>stress distribution</b> since the distal extensions act as levers.<br><br>
By contrast, a <b>Class II</b> arch has a single distal extension on one side, <b>Class III</b> involves a bounded posterior space with teeth on both sides, and <b>Class IV</b> represents a single anterior edentulous area crossing the midline.<br><br>
<b>High-yield recap:</b><br>
- Class I → Bilateral distal extension (posterior).<br>
- Class II → Unilateral distal extension.<br>
- Class III → Bounded posterior space.<br>
- Class IV → Single anterior space crossing midline.<br><br>
<b>Clinical insight:</b> Class I and II arches are more challenging biomechanically and need careful design to prevent rotation and tissue loading.",10,,
Which of the following correctly defines a Kennedy Class IV arch?,Single edentulous area crossing the midline anteriorly,Bilateral posterior edentulous areas,Unilateral posterior edentulous area,Multiple posterior edentulous spaces with no anterior involvement,1,"<b>Explanation:</b><br>
A <b>Kennedy Class IV</b> arch describes a single edentulous space located <b>anterior to the remaining natural teeth</b> that crosses the midline. It typically results from the loss of maxillary or mandibular incisors and possibly canines.<br><br>
This configuration presents both <b>esthetic and functional challenges</b> since anterior edentulous areas are subject to horizontal forces, and support from remaining teeth is limited. Because there are no posterior edentulous spaces, no modification areas can exist in a Class IV case.<br><br>
<b>High-yield recap:</b><br>
- Class IV always represents an anterior space crossing the midline.<br>
- No posterior modifications are possible.<br>
- Commonly restored with RPDs, resin-bonded FPDs, or implants depending on span length.<br><br>
<b>Clinical insight:</b> Indirect retainers and proper clasp positioning are essential to counteract forward tipping forces during function.",10,,
How are additional edentulous spaces beyond the primary classification described?,By their size and shape,By the number of additional edentulous areas,By their position relative to midline,By the number of missing teeth per quadrant,2,"<b>Explanation:</b><br>
When a patient has additional edentulous areas beyond the main classification area, these are referred to as <b>modification spaces</b>. They are counted by number, not by size or shape. For example, a bilateral distal extension with one additional space in front would be a “Class I, Modification 1.”<br><br>
Only the total count of additional spaces is considered — not how many teeth are missing in each space. Furthermore, anterior (Class IV) cases cannot have modification spaces, since the most posterior edentulous area always determines the classification.<br><br>
<b>High-yield recap:</b><br>
- Modifications are numbered according to count (not size).<br>
- No modifications can exist in Class IV cases.<br>
- Always classify after any planned extractions are completed to reflect the true final pattern.<br><br>
<b>Clinical insight:</b> This system ensures that treatment planning reflects the actual functional arch form rather than individual missing teeth.",10,,
Which of the following gypsum products is most appropriate for fabricating dies for crown and bridge work requiring high strength and surface detail?,Type I – Impression plaster,Type II – Model plaster,Type III – Dental stone,Type IV – High-strength dental stone (die stone),4,"<b>Gypsum Products in Dentistry – Classification, Properties, and Uses</b><br><br>
All dental gypsum products are based on <b>calcium sulfate hemihydrate (CaSO₄·½H₂O)</b> that, when mixed with water, forms <b>calcium sulfate dihydrate (CaSO₄·2H₂O)</b> via an exothermic reaction:<br>
<code>CaSO₄·½H₂O + 1½ H₂O → CaSO₄·2H₂O + heat</code><br>
The <b>particle shape, size, and porosity</b> determine strength, expansion, and water requirement.<br><br>
<b>Classification of Gypsum Products (ADA Specification No. 25):</b><br>
<table border=""1"" cellpadding=""4"">
<tr><th>Type</th><th>Name</th><th>Water/Powder Ratio</th><th>Setting Expansion</th><th>Compressive Strength (MPa)</th><th>Typical Use</th></tr>
<tr><td>I</td><td>Impression plaster</td><td>0.50</td><td>0.15%</td><td>~5</td><td>Impression material (historical use)</td></tr>
<tr><td>II</td><td>Model plaster</td><td>0.45–0.50</td><td>0.30%</td><td>~8</td><td>Diagnostic casts, study models</td></tr>
<tr><td>III</td><td>Dental stone</td><td>0.30</td><td>0.20%</td><td>~20</td><td>Working casts for dentures and orthodontics</td></tr>
<tr><td>IV</td><td>High-strength (die) stone</td><td>0.23</td><td>0.10%</td><td>~35–45</td><td>Dies for crown and bridge work</td></tr>
<tr><td>V</td><td>High-strength, high-expansion stone</td><td>0.20</td><td>0.30%</td><td>~45–50</td><td>Compensate for casting shrinkage in base metal alloys</td></tr>
</table><br>
<b>Clinical Selection Summary:</b><br>
<ul>
<li><b>Type IV die stone</b> → high strength, low expansion → ideal for fixed prosthodontics.</li>
<li><b>Type III</b> for dentures/ortho, <b>Type II</b> for study casts.</li>
</ul>",10,,
Which of the following is TRUE regarding Kennedy classification rules?,Third molars are always included in the classification,Second molars are always included regardless of replacement plans,Third molars are excluded unless used as abutments,Classification should precede planned extractions,3,"<b>Explanation:</b><br>
In the Kennedy system, <b>classification should always follow extractions</b> that may alter the arch form. Teeth that will not be replaced—such as an unplanned missing second molar—are excluded from classification.<br><br>
Similarly, <b>third molars</b> are only included if they are present and planned to serve as abutments. If they are missing and not to be replaced, they are ignored entirely.<br><br>
The most posterior edentulous area always determines the classification, regardless of how many teeth are missing elsewhere. This ensures consistency in diagnosis and design planning.<br><br>
<b>High-yield recap:</b><br>
- Always classify after extractions.<br>
- Third molars are only counted if used as abutments.<br>
- Second molars are excluded if not replaced.<br>
- The most posterior edentulous area determines classification.<br><br>
<b>Clinical insight:</b> Consistent classification helps guide major connector selection, stress control, and abutment choice.",10,,
Which of the following maxillary major connectors provides the greatest rigidity and is most appropriate when all posterior teeth are missing bilaterally?,Palatal strap,Anteroposterior palatal strap,Palatal plate,U-shaped (horseshoe) connector,3,"The <b>palatal plate</b> provides the <b>greatest rigidity and support</b> among maxillary major connectors. It covers a broad area of the palate, distributing occlusal forces evenly and minimizing tissue displacement. It is ideal for <b>bilateral distal extension cases (Kennedy Class I)</b> and for patients with few remaining anterior teeth.<br><br>
The <b>anteroposterior palatal strap</b> is also rigid but covers less surface area and is preferred when there are bilateral edentulous spaces with remaining posterior support (Class II). The <b>U-shaped connector</b> is the least rigid and should only be used when large tori prevent other designs.<br><br>
<b>High-Yield Tip:</b> Palatal plate = maximum rigidity, maximum coverage, ideal for Class I or complete palatal support.",10,,
"Which of the following best describes the relationship between hue, value, and chroma in dental shade selection?",Hue refers to lightness or darkness; value is the color intensity; chroma is the color itself.,Hue refers to color; value refers to lightness or darkness; chroma refers to color intensity.,Hue refers to brightness; chroma refers to value; value refers to saturation.,"Hue, value, and chroma are interchangeable terms used in shade selection.",2,"<b>Hue</b>, <b>value</b>, and <b>chroma</b> are the three dimensions of color perception used in shade matching for restorations. <br><br>• <b>Hue</b> refers to the actual color family (e.g., yellow, red, gray). In dental shade guides, this represents the base color of the tooth.<br>• <b>Value</b> refers to the lightness or darkness of the color — how much light is reflected. It is considered the <b>most important</b> parameter because human eyes are more sensitive to changes in value than to hue or chroma.<br>• <b>Chroma</b> refers to the intensity or saturation of the color (how vivid or dull it appears).<br><br>Lighting conditions, surrounding colors, and the hydration of enamel can affect perception. For ideal matching, shade selection should be done under natural daylight before tooth dehydration.<br><br><b>High-Yield Recap:</b><br>- <b>Hue</b> = color family<br>- <b>Value</b> = brightness (most critical for esthetics)<br>- <b>Chroma</b> = saturation intensity",10,,
The correct order during a crown or bridge try-in is:,"Occlusion, Marginal integrity, Stability, Proximal contacts","Marginal integrity, Occlusion, Stability, Proximal contacts","Proximal contacts, Marginal integrity, Stability, Occlusion","Stability, Occlusion, Proximal contacts, Marginal integrity",3,"The correct sequence for evaluating a <b>crown or bridge try-in</b> is:<br><br>1️⃣ <b>Proximal contacts</b> — Checked first to ensure proper seating. Tight contacts can prevent complete seating or cause fracture if the crown is forced down.<br>2️⃣ <b>Marginal integrity</b> — Once fully seated, confirm that margins are flush with the preparation without gaps or overhangs.<br>3️⃣ <b>Stability</b> — The crown should not rock when pressure is applied from multiple directions.<br>4️⃣ <b>Occlusion</b> — Checked last to ensure proper contact with opposing teeth. Adjustments made earlier may change the occlusion.<br><br>Evaluating in this order prevents misdiagnosis of marginal openings caused by premature proximal contact or seating issues.<br><br><b>High-Yield Recap:</b><br>- Always check <b>proximal contacts first</b>.<br>- Margins and stability next.<br>- Occlusion last.<br>- Following this order prevents fractures and ensures passive, stable seating.",10,,
The posterior palatal seal (PPS) in a maxillary complete denture serves which of the following functions?,Maintains tissue contact and compensates for acrylic resin shrinkage,Provides support over the hard palate,Prevents alveolar ridge resorption,Increases the vertical dimension of occlusion,1,"The <b>posterior palatal seal (PPS)</b> is the soft-tissue contact zone across the junction of the hard and soft palate (vibrating line). It is compressed slightly during border molding to maintain a secure seal between the denture and soft tissue.<br><br>The <b>primary function</b> of the PPS is to maintain tissue contact and compensate for processing shrinkage of acrylic resin. It prevents air leakage and improves retention.<br><br>However, it also serves several <b>secondary functions</b>:<br>- <b>Reduces gag reflex</b> by smoothing the posterior denture edge.<br>- <b>Prevents food entrapment</b> beneath the denture border.<br>- <b>Compensates for polymerization shrinkage</b> during denture fabrication.<br>- <b>Enhances comfort and retention</b> during speech and mastication.<br><br><b>High-Yield Recap:</b><br>- Location: Junction of hard and soft palate (vibrating line).<br>- Function: Maintains peripheral seal and compensates for acrylic shrinkage.<br>- Other Benefits: Reduces gagging, food accumulation, and discomfort.<br><br><b>Clinical Tip:</b> Over-carving the PPS causes soreness and dislodgement, while under-carving leads to poor retention.",10,,
What is the minimum ferrule height required for an endodontically treated tooth receiving a post and core restoration?,0.5 mm,1.0 mm,1.5 – 2.0 mm,3.0 mm,3,"The <b>ferrule effect</b> is the 360-degree band of sound tooth structure encircled by the crown margin. It resists functional stresses and prevents fracture. A <b>minimum ferrule height of 1.5–2 mm</b> of sound dentin circumferentially provides predictable long-term success. Without a ferrule, stress concentrates at the post–core interface, greatly increasing failure risk.<br><br><b>High-Yield Recap:</b><br>- Ferrule height = 1.5–2 mm of sound dentin<br>- Provides resistance and stress distribution<br>- No ferrule → risk of catastrophic root fracture.",10,,
What is the ideal post length in relation to the root length and remaining bone support?,Equal to crown length,Half the root length,Two-thirds of the root length or equal to the height of bone support,Extends to the root apex,3,An <b>ideal post length</b> is about <b>two-thirds of the root length</b> or equal to the alveolar bone height—whichever is less—to balance retention with apical sealing. At least <b>4–5 mm of gutta-percha</b> should remain apically to preserve the seal. Post diameter should be conservative; excessive widening weakens the root.<br><br><b>High-Yield Recap:</b><br>- Length ≈ 2⁄3 of root or to bone height<br>- Keep ≥ 4 mm apical seal<br>- Retention depends more on length than width.,10,,
"Ideally, what should be the diameter of a post relative to the root, and how much dentin should remain circumferentially?","Half the root diameter, with 0.5 mm of remaining dentin","One-third the root diameter, with 1 mm of remaining dentin","Equal to the root diameter, with minimal dentin","One-quarter the root diameter, with 2 mm of dentin",2,"The <b>ideal post diameter</b> is approximately <b>one-third of the root diameter</b>, leaving at least <b>1 mm of sound dentin</b> circumferentially. This ratio preserves the structural integrity of the root while providing adequate retention. Over-enlargement of the canal weakens the tooth and increases the risk of root fracture, especially under compressive or lateral forces.<br><br><b>High-Yield Recap:</b><br>- Post diameter ≈ ⅓ root diameter<br>- Maintain ≥ 1 mm dentin around the post<br>- Wider posts = weaker roots → higher fracture risk.",10,,
Which of the following color phenomena causes a material to appear different under various lighting conditions?,Opalescence,Fluorescence,Metamerism,Diffusion,3,"<b>Metamerism</b> is the phenomenon where a material appears to change color when viewed under different light sources, such as daylight, fluorescent, or incandescent lighting. It occurs because the spectral distribution of these lights differs, and the reflected wavelengths vary accordingly.<br><br>
<b>Fluorescence</b> is the emission of visible light when a material is exposed to ultraviolet (UV) light — this property gives natural teeth their characteristic brightness under sunlight or UV illumination.<br><br>
<b>Opalescence</b> refers to how enamel appears <b>bluish in reflected light</b> and <b>reddish-orange in transmitted light</b>, due to light scattering within the enamel prisms. This contributes to the lifelike appearance of natural teeth.<br><br>
<b>High-Yield Recap:</b><br>
- <b>Metamerism:</b> Color varies under different lighting conditions.<br>
- <b>Fluorescence:</b> Emits visible light when exposed to UV light — increases brightness.<br>
- <b>Opalescence:</b> Blue in reflection, orange-red in transmission — enamel characteristic.",10,,
Which of the following statements correctly differentiates between the direct and indirect techniques for making provisional restorations?,The direct technique is performed outside the patient’s mouth to reduce chair time,The indirect technique is performed intraorally and requires less lab work,"The direct technique is made in the patient’s mouth, while the indirect technique is made outside the mouth",Both techniques are performed entirely in the dental laboratory,3,"The <b>direct technique</b> involves fabricating the provisional restoration directly <b>inside the patient’s mouth</b>, using materials that set intraorally. It is faster, requires less equipment, and is ideal for single-unit crowns or short-span bridges. However, it can cause <b>pulpal irritation</b> from exothermic heat and monomer exposure during polymerization.<br><br>
The <b>indirect technique</b>, on the other hand, is performed <b>outside the patient’s mouth</b>, usually on a diagnostic cast or duplicate model. It provides better <b>marginal accuracy, contour, and polish</b>, with reduced pulpal trauma, but requires additional lab time and materials.<br><br>
Common materials used for provisional fabrication include:<br>
- <b>Polymethyl methacrylate (PMMA):</b> Strong, durable, good esthetics; higher exothermic reaction and shrinkage.<br>
- <b>Polyethyl methacrylate (PEMA):</b> Less heat, less shrinkage, but more brittle and less polishable.<br>
- <b>Bis-acryl composite resins:</b> Excellent esthetics and strength; minimal exothermic heat, easy to repair, and preferred for chairside use.<br><br>
<b>High-Yield Recap:</b><br>
- <b>Direct:</b> Intraoral, faster, more pulpal heat.<br>
- <b>Indirect:</b> Extraoral (lab), better fit and polish.<br>
- <b>Materials:</b> PMMA, PEMA, bis-acryl.",10,,
"What is the minimum facial reduction required for porcelain veneers in the gingival and incisal thirds, respectively?",0.3 mm gingival third and 0.7 mm incisal third,0.5 mm gingival third and 1.0 mm incisal third,0.2 mm gingival third and 0.5 mm incisal third,0.5 mm uniform reduction across all thirds,1,"<b>Porcelain veneers</b> are conservative restorations designed to correct discoloration, minor malalignment, or enamel defects while preserving maximal tooth structure. Proper reduction ensures both esthetics and strength while maintaining enamel for optimal bonding.<br><br>
To achieve this balance, reduction is <b>minimal and tapered across the facial surface</b>:<br>
- <b>Gingival third:</b> ≈ 0.3 mm — allows for thin porcelain while avoiding cervical over-contouring.<br>
- <b>Middle/facial third:</b> ≈ 0.5 mm — provides sufficient bulk for shade masking and translucency.<br>
- <b>Incisal third:</b> up to 0.7 mm — permits color modification and contour blending in cases requiring greater shade change or incisal translucency.<br><br>
<b>Excessive reduction</b> risks dentin exposure, decreased bond strength, and postoperative sensitivity. Preservation of enamel is critical for predictable adhesion and long-term veneer success.<br><br>
<b>High-Yield Recap:</b><br>
- Gingival = 0.3 mm Middle = 0.5 mm Incisal = ≤ 0.7 mm<br>
- Preserve enamel for bonding strength.<br>
- Greater incisal reduction only if major shade correction or translucency desired.",10,,
Which impression material is the most rigid after setting?,Polyether,Alginate (irreversible hydrocolloid),Polysulfide rubber,Agar (reversible hydrocolloid),1,"<b>Explanation:</b><br>Among common elastomeric impression materials, <b>polyether</b> is the most <b>rigid</b> after set. Its stiffness provides excellent detail reproduction and dimensional stability, but makes removal from undercuts difficult and can be uncomfortable in deep palates. By contrast, <b>polysulfide</b> is more flexible (long set, odor), <b>alginate</b> is an irreversible hydrocolloid with low tear strength, and <b>agar</b> is a reversible hydrocolloid.<br><br><div style='border:1px solid #ddd;border-radius:10px;overflow:hidden;margin:8px 0;'><div style='background:#0f172a;color:#fff;padding:10px 12px;font-weight:600;'>Impression Materials — High‑Yield Comparison</div><table role='grid' style='width:100%;border-collapse:collapse;font-size:14px;color:#000;'><thead><tr style='background:#111827;color:#fff;'><th style='padding:8px;border:1px solid #ddd;text-align:left;'>Material</th><th style='padding:8px;border:1px solid #ddd;'>Set Type</th><th style='padding:8px;border:1px solid #ddd;'>Hydrophilicity</th><th style='padding:8px;border:1px solid #ddd;'>By‑product</th><th style='padding:8px;border:1px solid #ddd;'>Rigidity</th><th style='padding:8px;border:1px solid #ddd;'>Notes/Clinical Pearls</th></tr></thead><tbody><tr style='background:#ffffff;color:#000;'><td style='padding:8px;border:1px solid #ddd;'>Alginate (irreversible hydrocolloid)</td><td style='padding:8px;border:1px solid #ddd;'>Irreversible gelation</td><td style='padding:8px;border:1px solid #ddd;'>Hydrophilic</td><td style='padding:8px;border:1px solid #ddd;'>—</td><td style='padding:8px;border:1px solid #ddd;'>Low</td><td style='padding:8px;border:1px solid #ddd;'>Pour within ~10&nbsp;min; low tear strength; adjust set time with water temp/ratio</td></tr><tr style='background:#f9fafb;color:#000;'><td style='padding:8px;border:1px solid #ddd;'>Agar (reversible hydrocolloid)</td><td style='padding:8px;border:1px solid #ddd;'>Thermal (sol↔gel)</td><td style='padding:8px;border:1px solid #ddd;'>Hydrophilic</td><td style='padding:8px;border:1px solid #ddd;'>—</td><td style='padding:8px;border:1px solid #ddd;'>Low–moderate</td><td style='padding:8px;border:1px solid #ddd;'>High accuracy; water bath equipment; sensitive to technique</td></tr><tr style='background:#ffffff;color:#000;'><td style='padding:8px;border:1px solid #ddd;'>Polysulfide rubber</td><td style='padding:8px;border:1px solid #ddd;'>Condensation</td><td style='padding:8px;border:1px solid #ddd;'>Hydrophobic</td><td style='padding:8px;border:1px solid #ddd;'>Water</td><td style='padding:8px;border:1px solid #ddd;'>Moderate</td><td style='padding:8px;border:1px solid #ddd;'>Long set; odor; good tear resistance; pour promptly (syneresis)</td></tr><tr style='background:#f9fafb;color:#000;'><td style='padding:8px;border:1px solid #ddd;'>Polyether</td><td style='padding:8px;border:1px solid #ddd;'>Cationic polymerization</td><td style='padding:8px;border:1px solid #ddd;'>Relatively hydrophilic</td><td style='padding:8px;border:1px solid #ddd;'>—</td><td style='padding:8px;border:1px solid #ddd;'><b>High (most rigid)</b></td><td style='padding:8px;border:1px solid #ddd;'>Excellent detail & dimensional stability; avoid deep undercuts; sensitive to moisture uptake</td></tr><tr style='background:#ffffff;color:#000;'><td style='padding:8px;border:1px solid #ddd;'>Condensation silicone</td><td style='padding:8px;border:1px solid #ddd;'>Condensation</td><td style='padding:8px;border:1px solid #ddd;'>Hydrophobic</td><td style='padding:8px;border:1px solid #ddd;'>Alcohol (evaporation → shrinkage)</td><td style='padding:8px;border:1px solid #ddd;'>Moderate</td><td style='padding:8px;border:1px solid #ddd;'>Pour quickly due to shrinkage</td></tr><tr style='background:#f9fafb;color:#000;'><td style='padding:8px;border:1px solid #ddd;'>Addition silicone (PVS)</td><td style='padding:8px;border:1px solid #ddd;'>Addition</td><td style='padding:8px;border:1px solid #ddd;'>Relatively hydrophobic (hydrophilic variants exist)</td><td style='padding:8px;border:1px solid #ddd;'>None</td><td style='padding:8px;border:1px solid #ddd;'>Moderate–high</td><td style='padding:8px;border:1px solid #ddd;'>Best fine detail & elastic recovery; inhibited by sulfur (latex gloves, some rubber dams)</td></tr><tr style='background:#ffffff;color:#000;'><td style='padding:8px;border:1px solid #ddd;'>Polyether vs PVS (clinical)</td><td style='padding:8px;border:1px solid #ddd;'>—</td><td style='padding:8px;border:1px solid #ddd;'>Polyether more wettable</td><td style='padding:8px;border:1px solid #ddd;'>—</td><td style='padding:8px;border:1px solid #ddd;'>Polyether stiffer</td><td style='padding:8px;border:1px solid #ddd;'>Choose by case needs (undercuts, moisture, pour time)</td></tr></tbody></table></div><b>High‑yield recap:</b> Polyether = most rigid; PVS = best detail/stability; polysulfide = water by‑product; condensation silicone = alcohol by‑product; alginate/agar are hydrocolloids.",10,,
Which impression material is a reversible hydrocolloid that changes between sol and gel with temperature?,Alginate,Condensation silicone,Agar,Addition silicone (PVS),3,"<b>Explanation:</b><br><b>Agar</b> is a <b>reversible hydrocolloid</b>: heating converts the gel to a sol; cooling converts sol back to gel. It is hydrophilic and can capture fine detail but requires water‑bath equipment and careful technique. <b>Alginate</b> is an <b>irreversible hydrocolloid</b> (chemical set). <b>Condensation silicone</b> and <b>PVS</b> are elastomeric rubbers, not hydrocolloids.",10,,
Which impression material produces <b>water</b> as a condensation by‑product and should be poured promptly?,Polysulfide rubber,Condensation silicone,Addition silicone (PVS),Polyether,1,"<b>Explanation:</b><br><b>Polysulfide</b> undergoes a <b>condensation</b> reaction that releases <b>water</b>. The by‑product can lead to dimensional change (syneresis), so impressions should be poured soon after removal. <b>Condensation silicones</b> release <b>alcohol</b> (evaporation → shrinkage). <b>PVS</b> (addition silicone) has <b>no by‑product</b> and superior dimensional stability. <b>Polyether</b> sets by cationic polymerization without volatile by‑products.",10,,
"Which impression material’s setting can be <b>inhibited by sulfur</b> (e.g., from latex gloves or rubber dam)?",Addition silicone (PVS),Alginate,Polyether,Agar,1,<b>Explanation:</b><br><b>Addition silicone (PVS)</b> polymerization can be <b>inhibited by sulfur‑containing accelerators</b> in latex products. Avoid latex gloves or wash hands and use vinyl/nitrile gloves when handling PVS. Alginate/agar are hydrocolloids and are not inhibited by sulfur; polyether is unaffected but is stiffer and more moisture‑sensitive.,10,,
Which impression material should generally be <b>poured within ~10 minutes</b> and has set time affected by water temperature and powder‑water ratio?,Alginate (irreversible hydrocolloid),Polyether,Polysulfide rubber,Addition silicone (PVS),1,"<b>Explanation:</b><br><b>Alginate</b> undergoes irreversible gelation and is prone to <b>syneresis/imbibition</b>, so it should be <b>poured promptly (~10&nbsp;min)</b>. Warmer water and lower water:powder ratio <b>accelerate</b> set; colder water and higher ratio <b>slow</b> set. Elastomers (polyether, polysulfide, PVS) are dimensionally more stable and are less time‑critical to pour (PVS is best).",10,,
Which of the following best describes the three biomechanical principles essential for removable partial denture (RPD) success?,"Retention, stability, and support","Rigidity, flexibility, and retention","Support, contour, and occlusion","Retention, esthetics, and comfort",1,"The success of a <b>removable partial denture (RPD)</b> depends on three fundamental biomechanical principles — <b>retention</b>, <b>stability</b>, and <b>support</b>. Each of these ensures that the prosthesis remains functional, comfortable, and biologically harmonious with oral tissues.<br><br><div style='border:1px solid #ddd;border-radius:10px;overflow:hidden;margin:8px 0;'><div style='background:#0f172a;color:#fff;padding:10px 12px;font-weight:600;'>Biomechanical Principles of RPD Design</div><table role='grid' style='width:100%;border-collapse:collapse;font-size:14px;color:#000;'><thead><tr style='background:#111827;color:#fff;'><th style='padding:8px;border:1px solid #ddd;'>Principle</th><th style='padding:8px;border:1px solid #ddd;'>Definition</th><th style='padding:8px;border:1px solid #ddd;'>Main Components</th><th style='padding:8px;border:1px solid #ddd;'>Function</th></tr></thead><tbody><tr style='background:#ffffff;color:#000;'><td style='padding:8px;border:1px solid #ddd;'>Retention</td><td style='padding:8px;border:1px solid #ddd;'>Resistance to vertical dislodging forces</td><td style='padding:8px;border:1px solid #ddd;'>Direct retainers (clasps, attachments)</td><td style='padding:8px;border:1px solid #ddd;'>Prevents lifting of denture during sticky food contact</td></tr><tr style='background:#f9fafb;color:#000;'><td style='padding:8px;border:1px solid #ddd;'>Stability</td><td style='padding:8px;border:1px solid #ddd;'>Resistance to horizontal or lateral movement</td><td style='padding:8px;border:1px solid #ddd;'>Minor connectors, guide planes</td><td style='padding:8px;border:1px solid #ddd;'>Prevents rocking and lateral shifting</td></tr><tr style='background:#ffffff;color:#000;'><td style='padding:8px;border:1px solid #ddd;'>Support</td><td style='padding:8px;border:1px solid #ddd;'>Resistance to vertical forces directed toward tissues</td><td style='padding:8px;border:1px solid:#ddd;'>Rests, rest seats, alveolar ridge</td><td style='padding:8px;border:1px solid:#ddd;'>Prevents denture from sinking into mucosa</td></tr></tbody></table></div>A <b>well-designed clasp assembly</b> provides <b>retention</b> by engaging undercuts while its reciprocal arm counteracts lateral forces. <b>Rests and rest seats</b> offer <b>support</b>, maintaining vertical position and transmitting occlusal load along the tooth’s long axis. <b>Minor connectors</b> contribute to <b>stability</b> by rigidly linking components and preventing horizontal displacement.<br><br><b>High-Yield Tip:</b><br>Retention → vertical pull resistance (clasps)<br>Stability → horizontal resistance (minor connectors)<br>Support → vertical load resistance (rests)",10,,
Which component of a removable partial denture primarily resists rotation and contributes to indirect retention?,Major connector,Indirect retainers (rests and rest seats),Minor connector,Retentive clasp arm,2,"<b>Indirect retainers</b>—typically <b>rests</b> and <b>rest seats</b>—resist the rotational displacement of a removable partial denture (RPD) around its fulcrum line. They stabilize the denture by preventing the base from lifting away from tissues on the non-functioning side during mastication. Although the <b>major connector</b> provides rigidity and distributes forces, it does not act as a direct or indirect retainer.<br><br><b>High-Yield Tip:</b><br>- Direct retainers → resist vertical dislodgment<br>- Indirect retainers → resist rotation<br>- Major connector → provides rigidity<br>- Minor connectors → link components and enhance stability",10,,
What is the primary function of the minor connectors in a removable partial denture?,Retain the prosthesis by engaging undercuts,Provide stability and rigidity between components,Support the prosthesis by transmitting occlusal load,Prevent tissue impingement during function,2,"<b>Minor connectors</b> serve as the linking framework that connects the <b>major connector</b> to <b>rests, clasps, and denture bases</b>. Their main role is to provide <b>stability</b> and <b>rigidity</b> by ensuring all parts of the denture function as a single unit. If they are flexible, the denture framework can distort, leading to torque on abutment teeth and soft tissue irritation.<br><br><b>High-Yield Recap:</b><br>- Minor connector → stability & rigidity<br>- Major connector → structural strength<br>- Rest → support<br>- Clasp → retention",10,,
"During complete denture fabrication, border molding is performed to:",Record the dynamic extension and functional depth of the vestibule for proper peripheral seal,Shape the intaglio surface of the denture base,Determine the vertical dimension of occlusion,Record centric relation prior to final impression,1,"<b>Border Molding – Purpose, Procedure, and Clinical Principles</b><br><br>
Border molding (or <b>peripheral tracing</b>) shapes the borders of a custom tray using a low-fusing compound to record the <b>functional depth and width</b> of the vestibule.<br>
It ensures proper <b>retention and stability</b> through an accurate peripheral seal.<br><br>
<b>Key Points:</b><br>
<ul>
<li>Captures functional movement of muscles (cheeks, lips, tongue).</li>
<li>Defines denture borders – avoids overextension (soreness) or underextension (loss of retention).</li>
<li>Greenstick compound or elastomers used incrementally for each segment.</li>
<li>Essential before final impression to ensure seal and comfort.</li>
</ul>
<b>High-Yield Summary:</b><br>
<ul>
<li><b>Purpose:</b> Record functional sulcus depth and create border seal.</li>
<li><b>Material:</b> Low-fusing compound (greenstick).</li>
<li><b>Outcome:</b> Retention, stability, comfort.</li>
</ul>",10,,
"In a maxillary complete denture, the vibrating line is defined as:","The junction between the movable and immovable soft palate, marking the posterior limit of the denture",The line connecting the hamular notches across the hard palate,The deepest point of the palatal vault where the posterior palatal seal is placed,The distal extension of the rugae area that supports the anterior seal,1,"<b>Vibrating Line and Posterior Palatal Seal</b><br><br>
<b>Definition:</b> Junction between <b>movable and immovable soft palate</b>; marks the posterior border of the denture.<br><br>
<b>Types:</b>
<ul>
<li><b>Anterior vibrating line:</b> Beginning of soft palate movement.</li>
<li><b>Posterior vibrating line:</b> End of functional movement.</li>
</ul>
<b>Clinical Importance:</b><br>
<ul>
<li>Posterior palatal seal carved along vibrating line to enhance retention.</li>
<li>Underextension → poor retention; overextension → gagging.</li>
<li>Identified by saying “ahh” during impression.</li>
</ul>
<b>High-Yield:</b> <b>Vibrating line = posterior denture limit where PPS is placed.</b>",10,,
"In a semi-adjustable Arcon-type articulator, the horizontal condylar guidance is:","Located on the lower member, simulating the patient’s mandible","Located on the upper member, opposite of anatomy",Determined by the cusp inclines of the artificial teeth,A fixed average value that cannot be altered,1,"<b>Horizontal Condylar Guidance and Arcon Articulators</b><br><br>
<b>Horizontal condylar guidance</b> = angle of condylar path during protrusion (25°–40°).<br><br>
<b>Arcon articulator:</b><br>
<ul>
<li>Condyles on lower member (mandible), guidance on upper.</li>
<li>Simulates true anatomy – accurate for prosthodontic cases.</li>
</ul>
<b>Non-Arcon:</b><br>
<ul>
<li>Condyles on upper member, guidance on lower – opposite of real anatomy.</li>
<li>Vertical changes alter condylar path – less accurate.</li>
</ul>
<b>High-Yield:</b> Arcon = anatomical accuracy; condylar guidance = lower member (mandible).",10,,
