text,option1,option2,option3,option4,correct_option,explanation,subject_id,question_image,explanation_image
The dental follicle (sac) gives rise to:,Enamel,Pulp,"Periodontal ligament, cementum, alveolar bone",Stellate reticulum,3,"The <b>dental follicle</b> (also called the <b>dental sac</b>) is an <b>ectomesenchymal tissue</b> that surrounds the developing <b>enamel organ</b> and <b>dental papilla</b>.<br><br>
It differentiates into the <b>supporting apparatus of the tooth</b>, collectively known as the <b>periodontium</b>:<br>
- <b>Cementoblasts</b> form <b>cementum</b><br>
- <b>Fibroblasts</b> form the <b>periodontal ligament (PDL)</b><br>
- <b>Osteoblasts</b> form <b>alveolar bone</b><br><br>
These tissues <b>anchor the tooth</b> within the socket and help <b>absorb occlusal forces</b> during function.<br><br>
<b>Clinically:</b> The <b>dental follicle</b> plays a key role in <b>tooth eruption</b> by directing <b>bone remodeling</b> to create an eruption pathway and maintaining the <b>integrity of the supporting tissues</b> throughout tooth development and eruption.<br><br>
<b>High-yield review:</b><br>
<ul>
<li><b>Origin →</b> ectomesenchymal tissue surrounding enamel organ and papilla</li>
<li><b>Differentiation →</b> 
  <ul>
    <li><b>Cementoblasts →</b> cementum</li>
    <li><b>Fibroblasts →</b> periodontal ligament (PDL)</li>
    <li><b>Osteoblasts →</b> alveolar bone</li>
  </ul>
</li>
<li><b>Function →</b> forms periodontium; anchors tooth; absorbs occlusal forces</li>
<li><b>Clinical relevance →</b> essential for eruption and bone remodeling pathway formation</li>
</ul>",7,,
Which cranial nerve is associated with the first pharyngeal (mandibular) arch?,Facial nerve (CN VII),"Trigeminal nerve (CN V2, V3)",Glossopharyngeal nerve (CN IX),Vagus nerve (CN X),2,"The first pharyngeal arch forms the muscles of mastication (masseter, temporalis, medial/lateral pterygoids), mylohyoid, anterior belly of digastric, tensor tympani, and tensor veli palatini. Skeletal derivatives include the maxilla, mandible (via Meckel’s cartilage), malleus, and incus. Its nerve is the trigeminal (CN V), specifically V2 and V3; V3 supplies motor to mastication muscles and sensory to lower face/oral cavity. Incorrect: CN VII is 2nd arch; CN IX is 3rd; CN X is 4th/6th. <div style=""border:1px solid #ddd;border-radius:10px;overflow:hidden;margin:8px 0;""><div style=""background:#0f172a;color:#fff;padding:10px 12px;font-weight:600;"">Pharyngeal Arches — Derivatives</div><table role=""grid"" style=""width:100%;border-collapse:collapse;font-size:14px;color:#000;""><thead><tr style=""background:#111827;color:#fff;""><th style=""padding:8px;border:1px solid #ddd;"">Arch</th><th style=""padding:8px;border:1px solid #ddd;"">Muscles</th><th style=""padding:8px;border:1px solid #ddd;"">Skeletal</th><th style=""padding:8px;border:1px solid #ddd;"">Nerve</th><th style=""padding:8px;border:1px solid #ddd;"">Artery</th></tr></thead><tbody><tr style=""background:#ffffff;color:#000;""><td style=""padding:8px;border:1px solid #ddd;"">1st (Mandibular)</td><td style=""padding:8px;border:1px solid #ddd;"">Muscles of mastication, anterior belly of digastric, mylohyoid, tensor tympani, tensor veli palatini</td><td style=""padding:8px;border:1px solid #ddd;"">Maxilla, mandible (Meckel’s cartilage template), malleus, incus</td><td style=""padding:8px;border:1px solid #ddd;"">Trigeminal (CN V2, V3)</td><td style=""padding:8px;border:1px solid #ddd;"">Maxillary artery, external carotid</td></tr><tr style=""background:#f9fafb;color:#000;""><td style=""padding:8px;border:1px solid #ddd;"">2nd (Hyoid)</td><td style=""padding:8px;border:1px solid #ddd;"">Muscles of facial expression, buccinator, platysma, stapedius, stylohyoid, posterior belly of digastric</td><td style=""padding:8px;border:1px solid #ddd;"">Stapes, styloid process, lesser horn & upper body of hyoid (Reichert’s cartilage)</td><td style=""padding:8px;border:1px solid #ddd;"">Facial (CN VII)</td><td style=""padding:8px;border:1px solid #ddd;"">Stapedial artery, hyoid artery</td></tr><tr style=""background:#ffffff;color:#000;""><td style=""padding:8px;border:1px solid #ddd;"">3rd</td><td style=""padding:8px;border:1px solid #ddd;"">Stylopharyngeus</td><td style=""padding:8px;border:1px solid #ddd;"">Greater horn & lower body of hyoid; thymus; inferior parathyroids</td><td style=""padding:8px;border:1px solid #ddd;"">Glossopharyngeal (CN IX)</td><td style=""padding:8px;border:1px solid #ddd;"">Common carotid, internal carotid (proximal)</td></tr><tr style=""background:#f9fafb;color:#000;""><td style=""padding:8px;border:1px solid #ddd;"">4th</td><td style=""padding:8px;border:1px solid #ddd;"">Cricothyroid; soft palate muscles incl. levator veli palatini</td><td style=""padding:8px;border:1px solid #ddd;"">Thyroid cartilage; epiglottic cartilage; superior parathyroids</td><td style=""padding:8px;border:1px solid #ddd;"">Vagus (CN X — superior laryngeal)</td><td style=""padding:8px;border:1px solid #ddd;"">Right: subclavian artery; Left: aortic arch</td></tr><tr style=""background:#ffffff;color:#000;""><td style=""padding:8px;border:1px solid #ddd;"">6th</td><td style=""padding:8px;border:1px solid #ddd;"">Intrinsic laryngeal muscles (except cricothyroid)</td><td style=""padding:8px;border:1px solid #ddd;"">Cricoid, arytenoid, corniculate cartilages</td><td style=""padding:8px;border:1px solid #ddd;"">Vagus (CN X — recurrent laryngeal)</td><td style=""padding:8px;border:1px solid #ddd;"">Pulmonary arteries; ductus arteriosus</td></tr></tbody></table></div>",7,,
Which muscle group originates from the second pharyngeal (hyoid) arch?,Muscles of mastication,Muscles of facial expression,Stylopharyngeus,Cricothyroid,2,"The second (hyoid) arch forms the muscles of facial expression (e.g., orbicularis oris/oculi, buccinator, platysma), plus stapedius, stylohyoid, and the posterior belly of digastric. Its skeletal derivatives are Reichert’s cartilage derivatives: stapes, styloid process, and the lesser horn and upper body of the hyoid. Innervation is by the facial nerve (CN VII). Incorrect: mastication (1st arch, V3); stylopharyngeus (3rd, IX); cricothyroid (4th, X—superior laryngeal). <div style=""border:1px solid #ddd;border-radius:10px;overflow:hidden;margin:8px 0;""><div style=""background:#0f172a;color:#fff;padding:10px 12px;font-weight:600;"">Pharyngeal Arches — Derivatives</div><table role=""grid"" style=""width:100%;border-collapse:collapse;font-size:14px;color:#000;""><thead><tr style=""background:#111827;color:#fff;""><th style=""padding:8px;border:1px solid #ddd;"">Arch</th><th style=""padding:8px;border:1px solid #ddd;"">Muscles</th><th style=""padding:8px;border:1px solid #ddd;"">Skeletal</th><th style=""padding:8px;border:1px solid #ddd;"">Nerve</th><th style=""padding:8px;border:1px solid #ddd;"">Artery</th></tr></thead><tbody><tr style=""background:#ffffff;color:#000;""><td style=""padding:8px;border:1px solid #ddd;"">1st (Mandibular)</td><td style=""padding:8px;border:1px solid #ddd;"">Muscles of mastication, anterior belly of digastric, mylohyoid, tensor tympani, tensor veli palatini</td><td style=""padding:8px;border:1px solid #ddd;"">Maxilla, mandible (Meckel’s cartilage template), malleus, incus</td><td style=""padding:8px;border:1px solid #ddd;"">Trigeminal (CN V2, V3)</td><td style=""padding:8px;border:1px solid #ddd;"">Maxillary artery, external carotid</td></tr><tr style=""background:#f9fafb;color:#000;""><td style=""padding:8px;border:1px solid #ddd;"">2nd (Hyoid)</td><td style=""padding:8px;border:1px solid #ddd;"">Muscles of facial expression, buccinator, platysma, stapedius, stylohyoid, posterior belly of digastric</td><td style=""padding:8px;border:1px solid #ddd;"">Stapes, styloid process, lesser horn & upper body of hyoid (Reichert’s cartilage)</td><td style=""padding:8px;border:1px solid #ddd;"">Facial (CN VII)</td><td style=""padding:8px;border:1px solid #ddd;"">Stapedial artery, hyoid artery</td></tr><tr style=""background:#ffffff;color:#000;""><td style=""padding:8px;border:1px solid #ddd;"">3rd</td><td style=""padding:8px;border:1px solid #ddd;"">Stylopharyngeus</td><td style=""padding:8px;border:1px solid #ddd;"">Greater horn & lower body of hyoid; thymus; inferior parathyroids</td><td style=""padding:8px;border:1px solid #ddd;"">Glossopharyngeal (CN IX)</td><td style=""padding:8px;border:1px solid #ddd;"">Common carotid, internal carotid (proximal)</td></tr><tr style=""background:#f9fafb;color:#000;""><td style=""padding:8px;border:1px solid #ddd;"">4th</td><td style=""padding:8px;border:1px solid #ddd;"">Cricothyroid; soft palate muscles incl. levator veli palatini</td><td style=""padding:8px;border:1px solid #ddd;"">Thyroid cartilage; epiglottic cartilage; superior parathyroids</td><td style=""padding:8px;border:1px solid #ddd;"">Vagus (CN X — superior laryngeal)</td><td style=""padding:8px;border:1px solid #ddd;"">Right: subclavian artery; Left: aortic arch</td></tr><tr style=""background:#ffffff;color:#000;""><td style=""padding:8px;border:1px solid #ddd;"">6th</td><td style=""padding:8px;border:1px solid #ddd;"">Intrinsic laryngeal muscles (except cricothyroid)</td><td style=""padding:8px;border:1px solid #ddd;"">Cricoid, arytenoid, corniculate cartilages</td><td style=""padding:8px;border:1px solid #ddd;"">Vagus (CN X — recurrent laryngeal)</td><td style=""padding:8px;border:1px solid #ddd;"">Pulmonary arteries; ductus arteriosus</td></tr></tbody></table></div>",7,,
Which muscle is uniquely derived from the third pharyngeal arch?,Buccinator,Stylopharyngeus,Cricothyroid,Masseter,2,"The third arch gives rise to a single muscle: stylopharyngeus, innervated by the glossopharyngeal nerve (CN IX). Its skeletal/endocrine derivatives include the greater horn and lower body of the hyoid plus contributions to the thymus and inferior parathyroids. Incorrect: buccinator (2nd, VII), cricothyroid (4th, X—superior laryngeal), masseter (1st, V3). <div style=""border:1px solid #ddd;border-radius:10px;overflow:hidden;margin:8px 0;""><div style=""background:#0f172a;color:#fff;padding:10px 12px;font-weight:600;"">Pharyngeal Arches — Derivatives</div><table role=""grid"" style=""width:100%;border-collapse:collapse;font-size:14px;color:#000;""><thead><tr style=""background:#111827;color:#fff;""><th style=""padding:8px;border:1px solid #ddd;"">Arch</th><th style=""padding:8px;border:1px solid #ddd;"">Muscles</th><th style=""padding:8px;border:1px solid #ddd;"">Skeletal</th><th style=""padding:8px;border:1px solid #ddd;"">Nerve</th><th style=""padding:8px;border:1px solid #ddd;"">Artery</th></tr></thead><tbody><tr style=""background:#ffffff;color:#000;""><td style=""padding:8px;border:1px solid #ddd;"">1st (Mandibular)</td><td style=""padding:8px;border:1px solid #ddd;"">Muscles of mastication, anterior belly of digastric, mylohyoid, tensor tympani, tensor veli palatini</td><td style=""padding:8px;border:1px solid #ddd;"">Maxilla, mandible (Meckel’s cartilage template), malleus, incus</td><td style=""padding:8px;border:1px solid #ddd;"">Trigeminal (CN V2, V3)</td><td style=""padding:8px;border:1px solid #ddd;"">Maxillary artery, external carotid</td></tr><tr style=""background:#f9fafb;color:#000;""><td style=""padding:8px;border:1px solid #ddd;"">2nd (Hyoid)</td><td style=""padding:8px;border:1px solid #ddd;"">Muscles of facial expression, buccinator, platysma, stapedius, stylohyoid, posterior belly of digastric</td><td style=""padding:8px;border:1px solid #ddd;"">Stapes, styloid process, lesser horn & upper body of hyoid (Reichert’s cartilage)</td><td style=""padding:8px;border:1px solid #ddd;"">Facial (CN VII)</td><td style=""padding:8px;border:1px solid #ddd;"">Stapedial artery, hyoid artery</td></tr><tr style=""background:#ffffff;color:#000;""><td style=""padding:8px;border:1px solid #ddd;"">3rd</td><td style=""padding:8px;border:1px solid #ddd;"">Stylopharyngeus</td><td style=""padding:8px;border:1px solid #ddd;"">Greater horn & lower body of hyoid; thymus; inferior parathyroids</td><td style=""padding:8px;border:1px solid #ddd;"">Glossopharyngeal (CN IX)</td><td style=""padding:8px;border:1px solid #ddd;"">Common carotid, internal carotid (proximal)</td></tr><tr style=""background:#f9fafb;color:#000;""><td style=""padding:8px;border:1px solid #ddd;"">4th</td><td style=""padding:8px;border:1px solid #ddd;"">Cricothyroid; soft palate muscles incl. levator veli palatini</td><td style=""padding:8px;border:1px solid #ddd;"">Thyroid cartilage; epiglottic cartilage; superior parathyroids</td><td style=""padding:8px;border:1px solid #ddd;"">Vagus (CN X — superior laryngeal)</td><td style=""padding:8px;border:1px solid #ddd;"">Right: subclavian artery; Left: aortic arch</td></tr><tr style=""background:#ffffff;color:#000;""><td style=""padding:8px;border:1px solid #ddd;"">6th</td><td style=""padding:8px;border:1px solid #ddd;"">Intrinsic laryngeal muscles (except cricothyroid)</td><td style=""padding:8px;border:1px solid #ddd;"">Cricoid, arytenoid, corniculate cartilages</td><td style=""padding:8px;border:1px solid #ddd;"">Vagus (CN X — recurrent laryngeal)</td><td style=""padding:8px;border:1px solid #ddd;"">Pulmonary arteries; ductus arteriosus</td></tr></tbody></table></div>",7,,
"The cricothyroid muscle is derived from which pharyngeal arch, and what is its innervation?","2nd arch, Facial nerve","3rd arch, Glossopharyngeal nerve","4th arch, Vagus (superior laryngeal branch)","6th arch, Vagus (recurrent laryngeal branch)",3,"The fourth arch forms the cricothyroid and several soft palate muscles (including levator veli palatini). It is innervated by the superior laryngeal branch of the vagus nerve (CN X). The 6th arch forms the other intrinsic laryngeal muscles and is innervated by the recurrent laryngeal nerve. Incorrect: 2nd arch is CN VII; 3rd arch is CN IX. <div style=""border:1px solid #ddd;border-radius:10px;overflow:hidden;margin:8px 0;""><div style=""background:#0f172a;color:#fff;padding:10px 12px;font-weight:600;"">Pharyngeal Arches — Derivatives</div><table role=""grid"" style=""width:100%;border-collapse:collapse;font-size:14px;color:#000;""><thead><tr style=""background:#111827;color:#fff;""><th style=""padding:8px;border:1px solid #ddd;"">Arch</th><th style=""padding:8px;border:1px solid #ddd;"">Muscles</th><th style=""padding:8px;border:1px solid #ddd;"">Skeletal</th><th style=""padding:8px;border:1px solid #ddd;"">Nerve</th><th style=""padding:8px;border:1px solid #ddd;"">Artery</th></tr></thead><tbody><tr style=""background:#ffffff;color:#000;""><td style=""padding:8px;border:1px solid #ddd;"">1st (Mandibular)</td><td style=""padding:8px;border:1px solid #ddd;"">Muscles of mastication, anterior belly of digastric, mylohyoid, tensor tympani, tensor veli palatini</td><td style=""padding:8px;border:1px solid #ddd;"">Maxilla, mandible (Meckel’s cartilage template), malleus, incus</td><td style=""padding:8px;border:1px solid #ddd;"">Trigeminal (CN V2, V3)</td><td style=""padding:8px;border:1px solid #ddd;"">Maxillary artery, external carotid</td></tr><tr style=""background:#f9fafb;color:#000;""><td style=""padding:8px;border:1px solid #ddd;"">2nd (Hyoid)</td><td style=""padding:8px;border:1px solid #ddd;"">Muscles of facial expression, buccinator, platysma, stapedius, stylohyoid, posterior belly of digastric</td><td style=""padding:8px;border:1px solid #ddd;"">Stapes, styloid process, lesser horn & upper body of hyoid (Reichert’s cartilage)</td><td style=""padding:8px;border:1px solid #ddd;"">Facial (CN VII)</td><td style=""padding:8px;border:1px solid #ddd;"">Stapedial artery, hyoid artery</td></tr><tr style=""background:#ffffff;color:#000;""><td style=""padding:8px;border:1px solid #ddd;"">3rd</td><td style=""padding:8px;border:1px solid #ddd;"">Stylopharyngeus</td><td style=""padding:8px;border:1px solid #ddd;"">Greater horn & lower body of hyoid; thymus; inferior parathyroids</td><td style=""padding:8px;border:1px solid #ddd;"">Glossopharyngeal (CN IX)</td><td style=""padding:8px;border:1px solid #ddd;"">Common carotid, internal carotid (proximal)</td></tr><tr style=""background:#f9fafb;color:#000;""><td style=""padding:8px;border:1px solid #ddd;"">4th</td><td style=""padding:8px;border:1px solid #ddd;"">Cricothyroid; soft palate muscles incl. levator veli palatini</td><td style=""padding:8px;border:1px solid #ddd;"">Thyroid cartilage; epiglottic cartilage; superior parathyroids</td><td style=""padding:8px;border:1px solid #ddd;"">Vagus (CN X — superior laryngeal)</td><td style=""padding:8px;border:1px solid #ddd;"">Right: subclavian artery; Left: aortic arch</td></tr><tr style=""background:#ffffff;color:#000;""><td style=""padding:8px;border:1px solid #ddd;"">6th</td><td style=""padding:8px;border:1px solid #ddd;"">Intrinsic laryngeal muscles (except cricothyroid)</td><td style=""padding:8px;border:1px solid #ddd;"">Cricoid, arytenoid, corniculate cartilages</td><td style=""padding:8px;border:1px solid #ddd;"">Vagus (CN X — recurrent laryngeal)</td><td style=""padding:8px;border:1px solid #ddd;"">Pulmonary arteries; ductus arteriosus</td></tr></tbody></table></div>",7,,
"All intrinsic muscles of the larynx (except cricothyroid) are derived from which pharyngeal arch, and what is their innervation?","1st arch, CN V3","2nd arch, CN VII","4th arch, CN X (superior laryngeal)","6th arch, CN X (recurrent laryngeal)",4,"The sixth arch forms the intrinsic laryngeal muscles (except cricothyroid) and is innervated by the recurrent laryngeal branch of the vagus nerve (CN X). The fourth arch supplies the cricothyroid and soft palate muscles and is innervated by the superior laryngeal nerve. Incorrect: 1st arch is V3; 2nd arch is VII. <div style=""border:1px solid #ddd;border-radius:10px;overflow:hidden;margin:8px 0;""><div style=""background:#0f172a;color:#fff;padding:10px 12px;font-weight:600;"">Pharyngeal Arches — Derivatives</div><table role=""grid"" style=""width:100%;border-collapse:collapse;font-size:14px;color:#000;""><thead><tr style=""background:#111827;color:#fff;""><th style=""padding:8px;border:1px solid #ddd;"">Arch</th><th style=""padding:8px;border:1px solid #ddd;"">Muscles</th><th style=""padding:8px;border:1px solid #ddd;"">Skeletal</th><th style=""padding:8px;border:1px solid #ddd;"">Nerve</th><th style=""padding:8px;border:1px solid #ddd;"">Artery</th></tr></thead><tbody><tr style=""background:#ffffff;color:#000;""><td style=""padding:8px;border:1px solid #ddd;"">1st (Mandibular)</td><td style=""padding:8px;border:1px solid #ddd;"">Muscles of mastication, anterior belly of digastric, mylohyoid, tensor tympani, tensor veli palatini</td><td style=""padding:8px;border:1px solid #ddd;"">Maxilla, mandible (Meckel’s cartilage template), malleus, incus</td><td style=""padding:8px;border:1px solid #ddd;"">Trigeminal (CN V2, V3)</td><td style=""padding:8px;border:1px solid #ddd;"">Maxillary artery, external carotid</td></tr><tr style=""background:#f9fafb;color:#000;""><td style=""padding:8px;border:1px solid #ddd;"">2nd (Hyoid)</td><td style=""padding:8px;border:1px solid #ddd;"">Muscles of facial expression, buccinator, platysma, stapedius, stylohyoid, posterior belly of digastric</td><td style=""padding:8px;border:1px solid #ddd;"">Stapes, styloid process, lesser horn & upper body of hyoid (Reichert’s cartilage)</td><td style=""padding:8px;border:1px solid #ddd;"">Facial (CN VII)</td><td style=""padding:8px;border:1px solid #ddd;"">Stapedial artery, hyoid artery</td></tr><tr style=""background:#ffffff;color:#000;""><td style=""padding:8px;border:1px solid #ddd;"">3rd</td><td style=""padding:8px;border:1px solid #ddd;"">Stylopharyngeus</td><td style=""padding:8px;border:1px solid #ddd;"">Greater horn & lower body of hyoid; thymus; inferior parathyroids</td><td style=""padding:8px;border:1px solid #ddd;"">Glossopharyngeal (CN IX)</td><td style=""padding:8px;border:1px solid #ddd;"">Common carotid, internal carotid (proximal)</td></tr><tr style=""background:#f9fafb;color:#000;""><td style=""padding:8px;border:1px solid #ddd;"">4th</td><td style=""padding:8px;border:1px solid #ddd;"">Cricothyroid; soft palate muscles incl. levator veli palatini</td><td style=""padding:8px;border:1px solid #ddd;"">Thyroid cartilage; epiglottic cartilage; superior parathyroids</td><td style=""padding:8px;border:1px solid #ddd;"">Vagus (CN X — superior laryngeal)</td><td style=""padding:8px;border:1px solid #ddd;"">Right: subclavian artery; Left: aortic arch</td></tr><tr style=""background:#ffffff;color:#000;""><td style=""padding:8px;border:1px solid #ddd;"">6th</td><td style=""padding:8px;border:1px solid #ddd;"">Intrinsic laryngeal muscles (except cricothyroid)</td><td style=""padding:8px;border:1px solid #ddd;"">Cricoid, arytenoid, corniculate cartilages</td><td style=""padding:8px;border:1px solid #ddd;"">Vagus (CN X — recurrent laryngeal)</td><td style=""padding:8px;border:1px solid #ddd;"">Pulmonary arteries; ductus arteriosus</td></tr></tbody></table></div>",7,,
Which type of dentin is more highly mineralized?,Intertubular dentin,Peritubular dentin,Secondary dentin,Reparative dentin,2,"<b>Peritubular dentin</b> (also called <b>intratubular dentin</b>) forms the <b>lining of dentinal tubules</b> and is the <b>most highly mineralized type of dentin</b>—up to <b>40% more calcified</b> than intertubular dentin.<br><br>
It contains <b>less collagen</b> and contributes to <b>dentin sclerosis</b> by gradually <b>narrowing the tubule lumens</b> with age or irritation.<br><br>
In contrast, <b>intertubular dentin</b> makes up the <b>bulk of dentin</b>, is <b>less mineralized</b>, and contains more <b>collagen fibers</b> that provide structural resilience.<br><br>
<b>Secondary dentin</b> is slowly deposited <b>after root formation</b> as part of normal aging, while <b>reparative (tertiary) dentin</b> is formed <b>irregularly in response to injury or caries</b> to protect the pulp.<br><br>
<b>High-yield review:</b><br>
<ul>
<li><b>Peritubular dentin →</b> lines tubules; most mineralized; low collagen; causes sclerosis with age</li>
<li><b>Intertubular dentin →</b> bulk of dentin; less mineralized; collagen-rich; provides resilience</li>
<li><b>Secondary dentin →</b> slow, uniform deposition after root formation</li>
<li><b>Reparative (tertiary) dentin →</b> irregular formation after irritation, caries, or trauma</li>
<li><b>Key fact →</b> peritubular dentin is the <b>most calcified dentin</b> in the tooth</li>
</ul>",7,,
Which of the following cell types is not normally found in the dental pulp?,Odontoblasts,Fibroblasts,Cementoblasts,Dendritic cells,3,"The <b>dental pulp</b> is a <b>soft connective tissue</b> specialized for <b>dentin formation</b>, <b>nutrition</b>, <b>sensation</b>, and <b>immune defense</b>.<br><br>
Its most important cells are <b>odontoblasts</b>, which line the <b>periphery of the pulp</b> and are responsible for <b>dentin formation</b>. <b>Fibroblasts</b> are the <b>most numerous cells</b> and synthesize <b>collagen types I and III</b> that form the structural framework of the pulp.<br><br>
<b>Dendritic cells</b> function as <b>antigen-presenting cells (APCs)</b>, while <b>macrophages</b>, <b>lymphocytes</b>, and occasional <b>mast cells</b> contribute to <b>immune surveillance</b> and <b>inflammatory defense</b>.<br><br>
The pulp also contains <b>blood vessels</b>, <b>lymphatics</b>, and both <b>sensory</b> and <b>autonomic nerve fibers</b> that mediate pain and vasoregulation.<br><br>
Importantly, <b>cementoblasts</b> are <b>not pulp cells</b> — they are located on the <b>root surface</b> within the <b>periodontal ligament (PDL)</b> and function to form <b>cementum</b>.<br><br>

<b>High-yield review:</b><br>
<ul>
<li><b>Main pulp cells →</b> odontoblasts, fibroblasts, dendritic cells, macrophages, lymphocytes, and mast cells (rare)</li>
<li><b>Cementoblasts →</b> absent in pulp; located in PDL and form cementum</li>
<li><b>Fibroblasts →</b> most abundant; secrete types I & III collagen</li>
<li><b>Odontoblasts →</b> peripheral layer; form dentin</li>
<li><b>Dendritic cells & macrophages →</b> immune defense and antigen presentation</li>
<li><b>Pulp functions →</b> dentinogenesis, nutrition, sensation, and defense</li>
</ul>",7,,
"Which phase of the cell cycle is the longest, involving cell growth and preparation for DNA replication?",S phase,G1 phase,G2 phase,M phase,2,"The <b>G1 phase (Gap 1)</b> is typically the <b>longest phase of the cell cycle</b> and represents a period of <b>intense metabolic activity and growth</b>.<br><br>
During this phase, the cell actively synthesizes <b>mRNA</b> and <b>proteins</b> required for upcoming <b>DNA replication</b>. <b>Organelles increase in number</b>, and the cell enlarges to prepare for division.<br><br>
Critically, the <b>G1 phase</b> is when the cell evaluates whether internal and external conditions are favorable to proceed into the <b>S phase (DNA synthesis)</b>.<br><br>
At the <b>G1/S checkpoint</b>, <b>tumor suppressor proteins</b> such as <b>p53</b> and <b>Rb (retinoblastoma protein)</b> assess <b>DNA integrity</b>, <b>nutrient status</b>, and <b>growth signals</b> to ensure genomic stability before replication continues.<br><br>
<b>High-yield review:</b><br>
<ul>
<li><b>Main function →</b> cell growth, mRNA and protein synthesis</li>
<li><b>Duration →</b> longest phase of the cell cycle</li>
<li><b>Checkpoint →</b> G1/S checkpoint monitors DNA integrity and nutrient availability</li>
<li><b>Key regulators →</b> p53 and Rb tumor suppressor proteins</li>
<li><b>Outcome →</b> ensures DNA is undamaged before entering S phase</li>
</ul>",7,,
In which phase of the cell cycle does DNA replication occur?,G1 phase,S phase,G2 phase,M phase,2,"The <b>S phase (Synthesis phase)</b> is the stage of the cell cycle during which the <b>entire genome is replicated</b>, resulting in two <b>identical sets of DNA</b> for cell division.<br><br>
During this phase, both <b>DNA</b> and <b>histone proteins</b> are synthesized to ensure that newly formed DNA strands are properly <b>packaged into nucleosomes</b> and organized into chromatin.<br><br>
Each <b>chromosome</b> becomes duplicated, forming <b>two identical sister chromatids</b> joined at a <b>centromere</b> — a structure essential for proper chromosome segregation during mitosis.<br><br>
The <b>S phase</b> is crucial for maintaining <b>genetic stability</b>, as replication errors that escape correction can result in <b>mutations</b>, <b>chromosomal abnormalities</b>, or <b>cancerous transformation</b>.<br><br>
<b>High-yield review:</b><br>
<ul>
<li><b>Main event →</b> DNA and histone synthesis</li>
<li><b>Outcome →</b> genome doubles; each chromosome forms two sister chromatids</li>
<li><b>Key process →</b> nucleosome assembly using newly synthesized histones</li>
<li><b>Checkpoint relevance →</b> ensures complete and accurate replication before G2 phase</li>
<li><b>Clinical relevance →</b> replication errors here can cause <b>genomic instability</b> and <b>tumorigenesis</b></li>
</ul>",7,,
"Which phase of the cell cycle is the shortest, where the actual process of cell division occurs?",S phase,G1 phase,M phase,G2 phase,3,"The <b>M phase (Mitosis)</b> is the <b>shortest yet most dynamic stage</b> of the <b>cell cycle</b>, during which the duplicated genetic material is accurately divided into two <b>daughter cells</b>.<br><br>
It consists of <b>four main stages</b> — <b>prophase</b>, <b>metaphase</b>, <b>anaphase</b>, and <b>telophase</b> — followed by <b>cytokinesis</b> (division of the cytoplasm).<br><br>
During mitosis, <b>chromosomes condense</b>, align along the <b>metaphase plate</b>, and are then <b>separated by the mitotic spindle</b> to ensure each daughter cell receives an identical complement of chromosomes.<br><br>
The <b>spindle assembly checkpoint</b> plays a crucial role by verifying that all chromosomes are <b>properly attached to spindle fibers</b> before segregation begins. This prevents chromosome missegregation and maintains genomic stability.<br><br>
Although brief, errors during the M phase can lead to <b>aneuploidy</b> (abnormal chromosome number) and contribute to <b>tumorigenesis</b> and <b>cancer progression</b>.<br><br>
<b>High-yield review:</b><br>
<ul>
<li><b>Duration →</b> shortest phase of the cell cycle</li>
<li><b>Subphases →</b> prophase → metaphase → anaphase → telophase + cytokinesis</li>
<li><b>Key event →</b> separation of sister chromatids into two daughter cells</li>
<li><b>Checkpoint →</b> spindle assembly checkpoint ensures proper chromosome attachment before segregation</li>
<li><b>Clinical relevance →</b> errors cause aneuploidy and drive cancer progression</li>
</ul>",7,,
Which histological feature distinguishes the parotid gland from the sublingual gland?,Parotid = mucous acini with pale cytoplasm,Parotid = serous acini with eosinophilic cytoplasm,Sublingual = predominantly serous acini with zymogen granules,Sublingual = serous acini with central nuclei,2,"The <b>parotid gland</b> is composed almost entirely of <b>serous acini</b>, which contain abundant <b>zymogen granules</b> rich in <b>digestive enzymes</b>.<br><br>
These granules give the cytoplasm a <b>dark eosinophilic (pink) appearance</b> in <b>H&E-stained sections</b>. The <b>nuclei</b> of serous acinar cells are typically <b>round</b> and <b>centrally located</b>.<br><br>
In contrast, the <b>sublingual gland</b> is composed predominantly of <b>mucous acini</b>, which appear <b>pale, foamy, or bubbly</b> due to <b>mucin content</b> that does not stain well with H&E. The <b>nuclei</b> of mucous cells are <b>flattened</b> and displaced to the <b>periphery</b> of the cell.<br><br>
The <b>submandibular gland</b> contains a <b>mixture of serous and mucous acini</b>, but it is <b>predominantly serous</b> in composition.<br><br>
<b>High-yield review:</b><br>
<ul>
<li><b>Parotid gland →</b> purely serous; dark, enzyme-rich cytoplasm; round central nuclei</li>
<li><b>Sublingual gland →</b> mostly mucous; pale, foamy cytoplasm; flattened peripheral nuclei</li>
<li><b>Submandibular gland →</b> mixed acini (predominantly serous)</li>
<li><b>Histology tip →</b> mucous acini appear lighter due to poor H&E staining of mucin</li>
</ul>",7,,
