text,option1,option2,option3,option4,correct_option,explanation,subject_id,question_image,explanation_image
Which of the following is NOT a common systemic manifestation of chronic alcoholism?,Cirrhosis of the liver,Wernicke–Korsakoff syndrome,Peripheral neuropathy,Hypoglycemia due to excessive insulin secretion,4,"<b>Chronic Alcoholism — Systemic Effects</b><br><br>Chronic alcoholism causes widespread systemic damage through the toxic effects of ethanol and acetaldehyde, as well as nutritional deficiencies (particularly thiamine deficiency).<br><br><b>Key effects include:</b><br>• <b>Hepatic:</b> Fatty liver → alcoholic hepatitis → cirrhosis<br>• <b>Neurologic:</b> Wernicke–Korsakoff syndrome (thiamine deficiency: confusion, ataxia, ophthalmoplegia, memory loss)<br>• <b>Peripheral nerves:</b> Peripheral neuropathy<br>• <b>Cardiac:</b> Alcoholic cardiomyopathy, hypertension<br>• <b>Pancreas:</b> Chronic pancreatitis → diabetes<br>• <b>Hematologic:</b> Megaloblastic anemia (folate deficiency)<br>• <b>Oral findings:</b> Glossitis, angular cheilitis, ↑ oral carcinoma risk<br><br><b>Not true:</b> Hypoglycemia from excessive insulin secretion — alcohol impairs gluconeogenesis but does not cause hyperinsulinemia.",3,,
Which karyotype is associated with Klinefelter syndrome?,"45, XO","47, XXY","47, XXX","46, XY",2,"<b>Klinefelter syndrome</b> (47, XXY) results from meiotic nondisjunction or mosaicism. Patients are phenotypic males with tall stature, small firm testes, infertility, and gynecomastia. Hormonal profile: ↓ testosterone, ↑ FSH/LH, ↑ estrogen. Learning difficulties may occur. There is an increased risk of breast cancer and autoimmune disease. Management includes testosterone replacement and fertility counseling.<br><br><b>High-yield points:</b><ul><li>Karyotype = 47, XXY</li><li>Clinical: small testes, infertility, gynecomastia, tall stature</li><li>Hormones: ↓ testosterone, ↑ LH/FSH</li><li>Risks: breast cancer, autoimmunity</li></ul><b>Why the other options are incorrect:</b><ul><li><b>45, XO:</b> Turner syndrome</li><li><b>47, XXX:</b> triple X, often asymptomatic</li><li><b>46, XY:</b> normal male</li></ul>",3,,
Which of the following diseases is primarily transmitted by fleas?,Epidemic typhus,Bubonic plague,Malaria,Leishmaniasis,2,"The <b>bubonic plague</b>, caused by <i>Yersinia pestis</i>, is transmitted by <b>rat fleas (Xenopsylla cheopis)</b>. After biting an infected rodent, the flea transmits bacteria into humans, causing painful <b>buboes</b> (lymphadenitis). Untreated, it may progress to septicemic or pneumonic plague. Other vector-disease associations: <b>epidemic typhus</b> (body lice), <b>malaria</b> (Anopheles mosquito), <b>leishmaniasis</b> (sandfly).<br><br><b>High-yield points:</b><ul><li>Plague (*Y. pestis*) = fleas</li><li>Reservoirs: rodents</li><li>Clinical: buboes, high mortality untreated</li></ul><b>Why other options are incorrect:</b><ul><li>Typhus: spread by lice</li><li>Malaria: spread by mosquitoes</li><li>Leishmaniasis: spread by sandflies</li></ul>",3,,
A benign tumor of smooth muscle is called:,Leiomyoma,Rhabdomyoma,Lipoma,Fibroma,1,"A <b>leiomyoma</b> is a benign tumor of smooth muscle, most commonly found in the uterus (fibroids). These are estrogen-sensitive and may cause abnormal uterine bleeding, pelvic pain, and infertility. Histologically, they appear as bundles of spindle-shaped smooth muscle cells.<br><b>Rhabdomyoma:</b> benign skeletal muscle tumor.<br><b>Lipoma:</b> benign adipose tumor.<br><b>Fibroma:</b> benign fibrous tissue tumor.<br><br><b>High-yield points:</b><ul><li>Leiomyoma = smooth muscle</li><li>Most common site = uterus</li><li>Estrogen sensitive</li></ul>",3,,
Which neurotransmitter primarily modulates smooth muscle action potentials in the GI tract?,Acetylcholine,Dopamine,Norepinephrine,Serotonin,1,"GI smooth muscle activity is paced by interstitial cells of Cajal but modulated by neurotransmitters.<br><b>Acetylcholine:</b> depolarizes, increases excitability, enhances contraction.<br><b>Norepinephrine:</b> hyperpolarizes, decreases excitability, reduces contraction.<br>Other transmitters (serotonin, dopamine) play roles, but acetylcholine is the principal excitatory neurotransmitter.<br><br><b>High-yield points:</b><ul><li>ACh = excitatory, ↑ motility</li><li>NE = inhibitory, ↓ motility</li><li>ENS integrates autonomic input</li></ul>",3,,
Which virulence factors are characteristic of Neisseria gonorrhoeae and Haemophilus influenzae?,"N. gonorrhoeae = IgA protease, β-lactamase; H. influenzae = capsule",N. gonorrhoeae = capsule; H. influenzae = β-lactamase,N. gonorrhoeae = spore formation; H. influenzae = pili,Both organisms = toxin-mediated only,1,"<b>Neisseria gonorrhoeae:</b> lacks a capsule. Virulence factors include pili (adherence), IgA protease (mucosal invasion), antigenic variation, and β-lactamase (penicillin resistance).<br><b>Haemophilus influenzae type b:</b> virulence from polyribosylribitol phosphate capsule, allowing evasion of phagocytosis. Non-typeable strains lack capsule and cause otitis and bronchitis. Vaccination targets the capsule.<br><br><b>High-yield points:</b><ul><li>Gonococcus: IgA protease, pili, antigenic variation, β-lactamase</li><li>Hib: capsule = meningitis, epiglottitis</li><li>Vaccine targets capsule</li></ul>",3,,
Which organism is the most common cause of oral thrush and esophagitis in immunocompromised patients?,Aspergillus fumigatus,Candida albicans,Cryptococcus neoformans,Histoplasma capsulatum,2,"<b>Candida albicans</b> is the most common cause of oral thrush and esophagitis, particularly in immunocompromised patients (e.g., HIV/AIDS, chemotherapy, organ transplant). It is a normal commensal organism in the GI tract, mouth, and vagina, but overgrowth occurs when host defenses are weakened.<br><br>Candida can appear as yeast with pseudohyphae at 20°C and as true hyphae (germ tubes) at 37°C.<br><br><b>High-yield recap:</b> Candida → thrush, vaginitis, esophagitis; germ tubes at 37°C.",3,,
"A patient with uncontrolled diabetes in ketoacidosis develops necrotic lesions in the nasal cavity and orbit. Microscopy shows broad, non-septate hyphae branching at right angles. Which fungus is responsible?",Candida albicans,Aspergillus fumigatus,Mucor/Rhizopus,Histoplasma capsulatum,3,"<b>Mucor and Rhizopus species</b> cause mucormycosis, particularly in patients with diabetic ketoacidosis.<br><br>These fungi are characterized by <b>broad, ribbon-like, non-septate hyphae</b> that branch at 90°. They invade blood vessels, leading to ischemia, necrosis, and black eschars in the nasal cavity and orbit, with possible extension into the brain.<br><br>Prompt surgical debridement and antifungal therapy (amphotericin B) are required.<br><br><b>High-yield recap:</b> Mucor/Rhizopus → diabetic ketoacidosis, broad non-septate hyphae, 90° branching, vascular invasion, black eschars.",3,,
What is the most efficient screening test for histoplasmosis in endemic regions?,India ink stain of CSF,Sputum culture for fungi,Histoplasma urine antigen test,Chest radiograph,3,"<b>Histoplasma capsulatum</b> is a dimorphic fungus endemic to the Ohio and Mississippi River valleys, commonly found in soil enriched with bird and bat droppings.<br><br>Although culture and histopathology can confirm the diagnosis, the <b>Histoplasma urine antigen test</b> is the most sensitive and efficient screening method, particularly in immunocompromised patients. Chest radiographs may mimic tuberculosis but are not specific. India ink stain is used for Cryptococcus, not Histoplasma.<br><br><b>High-yield recap:</b> Histoplasmosis → Ohio/Mississippi River valleys, bird/bat droppings, macrophage infection; urine antigen test = best screening tool, associated with SVC syndrome and granulomatous inflamation",3,,
"Which is the most common skin cancer, often presenting as a 'rodent ulcer' on sun-exposed areas?",Basal cell carcinoma,Squamous cell carcinoma,Melanoma,Kaposi sarcoma,1,"<b>Basal cell carcinoma (BCC)</b> is the most common skin cancer. It presents as a <b>pearly papule with telangiectasias</b>, and in ulcerated lesions, the classic term <b>'rodent ulcer'</b> is used. BCC is locally invasive but <b>rarely metastasizes</b>. Prolonged UV exposure is the major risk factor.<br><br><b>High-yield recap:</b><br>- BCC = most common skin cancer<br>- Pearly papule ± ulcer ('rodent ulcer')<br>- Locally invasive, rare metastasis",3,,
A patient presents with a painless genital ulcer (chancre) that heals spontaneously. Which stage of syphilis is this most characteristic of?,Primary syphilis,Secondary syphilis,Latent syphilis,Tertiary syphilis,1,"<b>Primary syphilis</b> is caused by <i>Treponema pallidum</i> and presents as a <b>painless chancre</b> at the site of inoculation (genital, anal, or oral).<br><br>The ulcer is indurated with a clean base and heals spontaneously in 3–6 weeks. At this stage, spirochetes are replicating locally and spreading via lymphatics.<br><br>- <b>Secondary syphilis:</b> systemic spread → diffuse rash (palms/soles), condyloma lata, lymphadenopathy.<br>- <b>Latent syphilis:</b> asymptomatic, positive serology only.<br>- <b>Tertiary syphilis:</b> gummas, neurosyphilis, cardiovascular complications.<br><br><b>High-yield recap:</b> Primary syphilis = painless chancre; heals spontaneously; precedes systemic secondary stage.",3,,
Multiple myeloma is associated with which abnormal protein findings?,Alpha-fetoprotein,Bence Jones proteins and Russell bodies,PSA and acid phosphatase,Cryoglobulins,2,"<b>Multiple myeloma</b> is a plasma cell neoplasm producing <b>monoclonal immunoglobulins</b>. It features <b>Bence Jones proteins</b> (urinary light chains) and <b>Russell bodies</b> (immunoglobulin inclusions in plasma cells). Patients often present with <b>CRAB</b>: hyperCalcemia, Renal failure, Anemia, Bone lesions.<br><br><b>High-yield recap:</b><br>- Bence Jones proteins = urine light chains<br>- Russell bodies = Ig inclusions in plasma cells<br>- CRAB = classic clinical features",3,,
Nutmeg liver' is most associated with which condition?,Left-sided heart failure,Right-sided heart failure,Portal hypertension,Cirrhosis,2,"<b>Nutmeg liver</b> is due to <b>chronic passive congestion</b> of the liver, classically from <b>right-sided heart failure</b>. Blood backs up into hepatic veins → centrilobular congestion and necrosis → speckled appearance. Long-term cases progress to <b>cardiac cirrhosis</b>.<br><br><b>High-yield recap:</b><br>- Etiology = right-sided CHF<br>- Congestion around central veins<br>- Severe → cardiac cirrhosis",3,,
“Owl’s eye” intranuclear inclusions in pneumocytes are characteristic of which virus?,Cytomegalovirus (CMV),Epstein-Barr virus (EBV),Herpes simplex virus (HSV),Varicella-zoster virus (VZV),1,"<b>Cytomegalovirus (CMV)</b> produces distinctive <b>'owl’s eye' intranuclear inclusions</b> in infected cells. CMV pneumonia is especially important in <b>immunocompromised patients</b> (HIV, transplant). Diagnosis can be made with biopsy or PCR.<br><br><b>High-yield recap:</b><br>- CMV = owl’s eye inclusions<br>- Pneumonia in immunocompromised<br>- Confirm by biopsy or PCR",3,,
Negri bodies are pathognomonic inclusions seen in which viral infection?,Rabies,Polio,Measles,Mumps,1,"<b>Negri bodies</b> are <b>cytoplasmic inclusions</b> found in neurons (Purkinje cells, hippocampus) of patients with <b>rabies</b>. Rabies presents with hydrophobia, encephalitis, and is almost uniformly fatal once symptomatic.<br><br><b>High-yield recap:</b><br>- Negri bodies = rabies<br>- Found in Purkinje & hippocampal neurons<br>- Symptomatic disease = almost always fatal",3,,
Elevated prostate-specific antigen (PSA) and acid phosphatase are markers for which malignancy?,Testicular cancer,Prostate cancer,Bladder cancer,Renal cell carcinoma,2,"<b>Prostate cancer</b> is monitored with <b>PSA</b>, though PSA can be elevated in BPH and prostatitis. <b>Prostatic acid phosphatase (PAP/PAcP)</b> historically indicated advanced disease, particularly with bone metastases. PSAP is still used in pathology immunostaining.<br><br><b>High-yield recap:</b><br>- PSA = screening/monitoring marker<br>- Acid phosphatase = advanced disease marker<br>- Metastasis commonly to bone",3,,
Which of the following best distinguishes a compound odontoma from a complex odontoma?,"Compound odontomas contain disorganized dental tissues without tooth-like structures, while complex odontomas contain multiple small tooth-like structures.","Compound odontomas contain multiple small tooth-like structures, while complex odontomas contain disorganized dental tissues without distinct tooth forms.","Compound odontomas arise in the posterior mandible, while complex odontomas arise in the anterior maxilla.","Compound odontomas are composed primarily of dentin, while complex odontomas are composed primarily of enamel.",2,"<b>Odontomas — Developmental Hamartomas</b><br><br>Odontomas are developmental anomalies (hamartomas) made of enamel, dentin, cementum, and pulp.<br><br><b>Compound odontomas</b> form multiple miniature tooth-like structures (denticles) with normal histologic arrangement and are usually found in the anterior maxilla.<br><br><b>Complex odontomas</b> form a disorganized calcified mass of dental tissues without structural resemblance to a tooth and usually occur in the posterior mandible.<br><br><b>High-Yield Summary:</b><br>- Compound → multiple tooth-like structures; anterior maxilla.<br>- Complex → disorganized mass; posterior mandible.<br>- Both benign; treated with simple excision.",3,,
Kaposi sarcoma is associated with which of the following viral infections?,Epstein–Barr virus,Cytomegalovirus,Human herpesvirus-8 (HHV-8),Human papillomavirus,3,"<b>Kaposi Sarcoma — Viral Etiology and Clinical Features</b><br><br>Kaposi sarcoma (KS) is a vascular neoplasm caused by infection with <b>HHV-8 (Human Herpesvirus-8)</b>. It is most common in immunocompromised patients, particularly those with AIDS.<br><br>Lesions appear as red-purple macules, plaques, or nodules that may affect skin, oral mucosa (especially the hard palate), or viscera.<br><br><b>Histology:</b> Spindle-shaped endothelial cells forming slit-like vascular channels with extravasated RBCs and hemosiderin.<br><br><b>High-Yield Summary:</b><br>- Etiology → HHV-8 infection.<br>- Common sites → palate, gingiva, skin, GI tract.<br>- Associated with HIV/AIDS, classic, and iatrogenic forms.<br>- Managed with HAART and local/systemic therapy.",3,,
"In pemphigus vulgaris, acantholysis occurs at which level of the oral epithelium?",Basal cell layer,Subepithelial connective tissue,Suprabasal layer,Spinous layer,3,"<b>Pemphigus Vulgaris — Autoimmune Intraepithelial Blistering Disorder</b><br><br>Pemphigus vulgaris (PV) is an autoimmune vesiculobullous disease characterized by IgG autoantibodies against <b>desmoglein-3</b>, a desmosomal cadherin responsible for epithelial cell adhesion.<br><br>Loss of cohesion (acantholysis) among keratinocytes leads to intraepithelial blistering at the <b>suprabasal level</b>, leaving basal cells attached to the basement membrane — the classic <b>“tombstone appearance.”</b><br><br><b>Clinical:</b> Fragile bullae rupture easily, leaving painful oral erosions (often first sign). Positive <b>Nikolsky sign</b> (epithelial sloughing with pressure).<br><br><b>High-Yield Summary:</b><br>- Target: Desmoglein-3 → desmosome loss.<br>- Level: Suprabasal cleft (intraepithelial).<br>- Histology: “Tombstone” basal cells.<br>- Clinical: Painful erosions, positive Nikolsky sign.<br>- Treatment: Corticosteroids and immunosuppressants.",3,,
Which of the following best differentiates a compound odontoma from a complex odontoma?,"Compound odontoma resembles small tooth-like structures, while complex odontoma is a disorganized mass of enamel and dentin.","Compound odontoma is radiolucent, while complex odontoma is radiopaque.","Compound odontoma is malignant, while complex odontoma is benign.","Compound odontoma arises from epithelial tissue, while complex odontoma arises from mesenchymal tissue.",1,"<b>Compound odontomas</b> consist of multiple miniature tooth-like structures (denticles), each containing enamel, dentin, and pulp arranged in a normal pattern. 
        <b>Complex odontomas</b>, by contrast, form an amorphous mass of enamel and dentin without recognizable tooth morphology.<br><br>
        <b>Radiographic features:</b><br>- Compound: multiple small, radiopaque tooth-like structures (usually anterior maxilla).<br>
        - Complex: irregular, dense radiopacity with a thin radiolucent border (often posterior mandible).<br><br>
        <b>High-yield recap:</b><br>- Both are hamartomas (not true neoplasms).<br>
        - Compound = organized toothlets; Complex = disorganized mass.",3,,
Kaposi’s sarcoma is caused by infection with which of the following viruses?,Epstein–Barr virus (EBV),Human herpesvirus‑8 (HHV‑8),Human papillomavirus (HPV‑16),Cytomegalovirus (CMV),2,"<b>Kaposi’s sarcoma</b> is a vascular neoplasm associated with infection by <b>human herpesvirus‑8 (HHV‑8)</b>.
        It commonly occurs in <b>immunocompromised patients</b>, especially those with AIDS.<br><br>
        <b>Clinical features:</b><br>- Red, purple, or brown macules, plaques, or nodules on the palate, gingiva, or skin.<br>
        - Histology shows spindle-shaped endothelial cells and slit-like vascular spaces.<br><br>
        <b>High-yield recap:</b><br>- HHV‑8 is necessary for development.<br>
        - Oral lesions often appear on the hard palate or gingiva.<br>
        - Common in HIV‑positive or immunosuppressed individuals.",3,,
Pemphigus vulgaris involves loss of adhesion between epithelial cells due to autoantibodies against which component?,Desmosomes (desmoglein‑3),Hemidesmosomes (BP180),Keratin filaments,Tight junctions,1,"<b>Pemphigus vulgaris</b> is an autoimmune blistering disorder caused by antibodies targeting <b>desmosomal proteins (desmoglein‑3 and desmoglein‑1)</b>.
        This leads to <b>loss of cohesion between keratinocytes</b>—a process called <b>acantholysis</b>.<br><br>
        <b>Histopathology:</b><br>- Intraepithelial (suprabasal) cleft formation.<br>- “Tombstone” basal cells attached to the basement membrane.<br>- Positive Nikolsky sign (epidermal sloughing).<br><br>
        <b>Differentiation:</b><br>- <b>Bullous pemphigoid:</b> subepithelial separation involving hemidesmosomes.<br><br>
        <b>High-yield recap:</b><br>- Pemphigus = intraepithelial, desmosomes.<br>- Pemphigoid = subepithelial, hemidesmosomes.",3,,
What is the most common cause of Bell’s palsy?,Idiopathic nerve compression,"Viral reactivation, typically herpes simplex virus type 1 (HSV‑1)",Lyme disease,Autoimmune inflammation,2,"<b>Bell’s palsy</b> is an acute, unilateral lower motor neuron facial paralysis, most commonly caused by <b>reactivation of herpes simplex virus type 1 (HSV‑1)</b> within the geniculate ganglion.<br><br>
        <b>Clinical features:</b><br>- Sudden facial droop on one side.<br>- Inability to close eye or smile symmetrically.<br>- Altered taste and hyperacusis possible.<br><br>
        <b>Management:</b><br>- Prednisone ± antiviral (acyclovir).<br>- Eye protection with artificial tears and taping at night.<br><br>
        <b>High-yield recap:</b><br>- HSV‑1 reactivation causes nerve inflammation.<br>- Most recover fully within 3–6 months.",3,,
Which of the following oral lesions has the highest risk of malignant transformation?,Fibroma,Leukoplakia,Erythroplakia,Lichen planus,3,"<b>Erythroplakia</b> is a <b>red, velvety mucosal patch</b> that cannot be identified as another condition clinically or histologically. 
        It carries the <b>highest malignant potential</b> among oral precancerous lesions — most cases show <b>moderate to severe epithelial dysplasia or carcinoma in situ</b> upon biopsy.<br><br>
        <b>In contrast:</b> Leukoplakia has variable dysplasia risk, and fibromas are benign reactive growths without malignant potential.<br><br>
        <b>Most common sites for erythroplakia:</b><br>- Floor of the mouth<br>- Ventral and lateral tongue<br>- Soft palate and tonsillar pillars<br><br>
        These are <b>thinly keratinized and vascular areas</b> prone to malignant change.<br><br>
        <b>High-yield recap:</b><br>- Erythroplakia = highest malignant potential.<br>- Biopsy mandatory.<br>- Common sites overlap with oral SCC hotspots.",3,,
Which of the following is <b>NOT</b> a predisposing factor for angular cheilitis?,Vitamin B deficiency,Reduced vertical dimension,Iron deficiency anemia,Iron overload,4,"<b>Angular cheilitis</b> (perleche) presents as erythematous fissures and soreness at one or both oral commissures. It is most often an <b>opportunistic Candida albicans</b> infection superimposed on local and systemic predispositions that create a moist, macerated environment.<br><br><b>Predisposing factors:</b><br>- <b>Reduced vertical dimension of occlusion (VDO)</b> → commissure folding and saliva pooling (common in denture wearers/edentulous).<br>- <b>Nutritional deficiencies</b> — especially <b>B-complex (B2/B6/B12)</b> and <b>iron deficiency anemia</b> — impair epithelial integrity and host defense.<br>- <b>Systemic risks</b>: diabetes mellitus, immunosuppression, xerostomia.<br><br><b>Not a risk:</b> <b>Iron overload</b> does not predispose to angular cheilitis.<br><br><b>High-yield recap:</b> Think <b>VDO loss + saliva pooling + B/iron deficiency</b> → Candida overgrowth.",3,,
Which autoimmune disorder is most commonly associated with secondary Sjögren’s syndrome?,Systemic lupus erythematosus,Rheumatoid arthritis,Hashimoto thyroiditis,Multiple sclerosis,2,"<b>Sjögren’s syndrome</b> is an autoimmune exocrinopathy targeting salivary and lacrimal glands → <b>xerostomia</b> and <b>xerophthalmia (sicca complex)</b>.<br><br><b>Primary</b> form occurs alone; <b>secondary</b> form coexists with another autoimmune disease — most commonly <b>rheumatoid arthritis (RA)</b> (others: SLE, scleroderma).<br><br><b>Serology:</b> anti‑SSA (Ro), anti‑SSB (La); RF and ANA often positive. <b>Oral</b>: rampant cervical caries, parotid enlargement, secondary candidiasis.<br><b>Risk:</b> markedly increased likelihood of <b>B‑cell (MALT) lymphoma</b> — monitor persistent gland swelling.<br><br><b>High-yield recap:</b> Sicca + SSA/SSB; secondary Sjögren’s is classically linked to <b>RA</b>.",3,,
Which systemic condition is most commonly associated with oral thrush (pseudomembranous candidiasis)?,Uncontrolled HIV infection,Diabetes insipidus,Iron overload,Vitamin D deficiency,1,"<b>Oral thrush</b> (pseudomembranous candidiasis) is an opportunistic infection by <b>Candida albicans</b> presenting as <b>white, curd‑like plaques</b> that wipe off to reveal erythema/bleeding.<br><br><b>Most common systemic association:</b> <b>Uncontrolled HIV</b> due to CD4+ T‑cell depletion and impaired mucosal immunity (also seen with poorly controlled diabetes, prolonged steroids/antibiotics, xerostomia).<br><br><b>Management:</b> topical nystatin/clotrimazole; systemic fluconazole if extensive; investigate for underlying immunosuppression.<br><br><b>High‑yield recap:</b> Thrush = immunosuppression clue — especially <b>HIV</b>.",3,,
"A 45‑year‑old presents with bleeding, swollen gums, perifollicular petechiae, easy bruising, and poor wound healing. Which vitamin deficiency best explains these findings?",Vitamin C (ascorbic acid),Vitamin K,Vitamin B12,Vitamin A,1,"Presentation is classic for <b>vitamin C deficiency</b> (scurvy). Vitamin C is required for <b>hydroxylation of proline and lysine</b> in <b>collagen synthesis</b>; deficiency weakens capillaries and connective tissues → <b>gingival bleeding</b>, <b>petechiae</b>, <b>ecchymoses</b>, and <b>delayed wound healing</b>.<br><br><b>Oral signs:</b> spongy/bleeding gingiva, periodontal ligament weakness, tooth mobility, secondary infection risk.<br><b>At risk:</b> elderly, alcohol use disorder, malabsorption, restrictive diets.<br><br><b>Differentiate:</b> K deficiency → coagulation defect (normal collagen); B12 → megaloblastic anemia/glossitis; A → epithelial metaplasia/night blindness.<br><br><b>High‑yield recap:</b> Vit C → collagen hydroxylation → deficiency = hemorrhage + poor healing.",3,,
"Which disease is characterized by non‑caseating granulomas, transmural inflammation, and skip lesions?",Crohn’s disease,Ulcerative colitis,Irritable bowel syndrome,Celiac disease,1,"<b>Crohn’s disease</b> vs <b>Ulcerative colitis (UC)</b> — both are IBD but differ in pattern and depth.<br><br><b>Crohn’s:</b> can involve the <b>entire GI tract</b> (mouth→anus), especially terminal ileum/colon; <b>transmural</b> inflammation with <b>skip lesions</b>; complications: strictures, fistulas; histology: <b>non‑caseating granulomas</b>. Oral: cobblestoning, aphthous‑like ulcers, cheilitis granulomatosa.<br><br><b>UC:</b> limited to <b>colon/rectum</b>, always starting at the rectum and extending <b>continuously</b> proximally; inflammation confined to <b>mucosa/submucosa</b>; complications: toxic megacolon, higher CRC risk; oral: <b>pyostomatitis vegetans</b> (yellow pustules on erythema).<br><br><b>High‑yield recap:</b> Crohn’s = skip, transmural, granulomas, anywhere; UC = continuous, mucosal, colon‑only, bloody diarrhea.",3,,
"A 5‑year‑old has fever for 5 days, bilateral conjunctival injection, cracked lips with strawberry tongue, cervical lymphadenopathy, and desquamation of the hands/feet. What is the most likely diagnosis?",Kawasaki disease,Scarlet fever,Hand‑foot‑and‑mouth disease,Measles (rubeola),1,"<b>Kawasaki disease</b> is an acute vasculitis of medium‑sized arteries in children &lt;5 years; it is a leading cause of acquired heart disease.<br><br><b>CRASH and burn:</b><br>C — Conjunctivitis (non‑exudative); R — polymorphous Rash; A — Adenopathy (cervical); S — Strawberry tongue/mucositis; H — Hands/feet erythema/edema/desquamation; + <b>fever &gt;5 days</b>.<br><br><b>Complication:</b> <b>Coronary artery aneurysms</b>, myocarditis, arrhythmias.<br><b>Treatment:</b> early <b>IVIG + aspirin</b> reduces cardiac risk.<br><br><b>High‑yield recap:</b> Pediatric vasculitis with mucocutaneous signs; think <b>IVIG + ASA</b> to prevent coronary sequelae.",3,,
Which jaw lesion is typically located below the inferior alveolar nerve (IAN) canal and shows a well-defined lingual cortical depression?,Stafne defect,Traumatic (simple) bone cyst,Residual cyst,Odontogenic keratocyst,1,"<b>Stafne bone defect</b> (static bone cavity; lingual mandibular salivary gland depression) is a <b>developmental pseudocyst</b> representing a depression on the <b>lingual surface</b> of the posterior mandible, usually containing <b>submandibular gland</b> tissue.<br><br><b>Radiographic clues:</b> well-corticated round/ovoid radiolucency classically <b>below the IAN canal</b>, near the angle/body of the mandible; incidental and asymptomatic.<br><b>Variants:</b> rare “upper” cases can occur at/above the canal; CBCT/MRI can confirm salivary tissue content.<br><b>Management:</b> none—diagnosis/observation only.<br><br><b>High-yield recap:</b> Below IAN • Lingual cortical depression • Salivary gland impression • No treatment.",3,,
Which of the following findings is most characteristic of Paget’s disease of bone (osteitis deformans)?,Mosaic (jigsaw) pattern of lamellar bone with prominent cement lines,Non‑caseating granulomas limited to mucosa,Woven bone without any lamellation,Osteoblastic rimming with Howship lacunae only,1,"<b>Paget’s disease of bone</b> features disordered remodeling: initial <b>osteoclastic resorption</b> followed by exuberant, disorganized <b>osteoblastic</b> deposition, producing enlarged but weak bone.<br><br><b>Histology hallmark:</b> <b>mosaic/jigsaw pattern</b> of lamellar bone with thick <b>cement lines</b> from repeated remodeling cycles.<br><b>Radiographic:</b> thickened trabeculae, cortical enlargement, <b>“cotton‑wool” skull</b>; maxilla may enlarge (tight dentures), teeth may show <b>hypercementosis</b>.<br><b>Labs:</b> elevated <b>alkaline phosphatase</b> with normal Ca/P.<br><b>Complications:</b> nerve compression, <b>osteosarcoma</b> (rare).<br><br><b>High‑yield recap:</b> Mosaic bone • Cotton‑wool skull • ↑ALP • Maxillary enlargement/hypercementosis.",3,,
Squamous cell carcinoma (SCC) arising in which oral site carries the worst prognosis?,Floor of the mouth,Buccal mucosa,Hard palate,Dorsum of tongue,1,"<b>Floor of the mouth SCC</b> has the <b>worst prognosis</b> among common oral sites due to thin mucosa, rich lymphatics, and proximity to vital spaces that permit early invasion and nodal spread.<br><br><b>Comparisons:</b> lateral/ventral tongue = high risk with frequent nodal metastasis; buccal mucosa/gingiva = variable (betel quid regions higher); hard palate/dorsum of tongue = thicker keratinized mucosa, generally better outcomes.<br><br><b>High‑yield recap:</b> Worst site → <b>floor of mouth</b>; most common site overall → <b>lateral/ventral tongue</b>.",3,,
"A radiolucent mandibular lesion with scalloped borders, discovered incidentally in a teenage patient, reveals an empty cavity upon surgical exploration. What is the most likely diagnosis?",Simple (traumatic) bone cyst,Stafne bone defect,Residual cyst,Odontogenic keratocyst,1,"<b>Simple bone cyst (SBC)</b>, aka <b>traumatic bone cyst</b>, is a <b>non‑epithelial pseudocyst</b>—an empty or serosanguineous cavity within bone, most often in the <b>mandible</b> of adolescents/young adults.<br><br><b>Radiographic:</b> well‑defined radiolucency with <b>scalloped margins</b> extending between roots; teeth remain <b>vital</b> without resorption.<br><b>Intraoperative:</b> cavity is typically <b>empty</b> or with scant fluid.<br><b>Etiology (theory):</b> trauma‑induced intramedullary hemorrhage that fails to organize, leading to cavity formation.<br><b>Treatment:</b> surgical curettage to induce bleeding → spontaneous bone fill over months.<br><br><b>High‑yield recap:</b> Teen mandibular radiolucency • Scallops between roots • Empty cavity • Curettage → heal.",3,,
Which of the following histologic findings is not characteristic of oral lichen planus?,Thickening of the stratum corneum (hyperkeratosis),Saw-tooth appearance of the rete ridges,Wickham’s striae,Increased length of rete pegs,4,"<b>Oral lichen planus (OLP)</b> is a chronic, immune-mediated mucocutaneous disorder that affects the oral mucosa and results from a <b>T-cell–mediated response</b> against basal keratinocytes.<br><br><b>Histopathologic features:</b><br>- Hyperkeratosis (ortho- or parakeratinized).<br>- Saw-tooth rete ridges.<br>- Band-like lymphocytic infiltrate at the epithelial-connective tissue interface.<br>- Basal cell degeneration (Civatte bodies).<br>- Wickham’s striae = clinical manifestation of hyperkeratosis seen as white lace-like lines.<br><br><b>Incorrect option explained:</b> Increased length of rete pegs is not typical of OLP; instead, rete pegs are often shortened or irregular.<br><br><b>High-yield recap:</b><br>- Immune-mediated basal cell destruction.<br>- “Saw-tooth” rete ridges, hyperkeratosis, and Wickham’s striae.<br>- Premalignant potential (especially erosive type).",3,,
