text,option1,option2,option3,option4,correct_option,explanation,subject_id,question_image,explanation_image
Which of the following correctly matches adrenergic receptor type with its primary physiologic effect?,α1 receptor → smooth muscle contraction,α2 receptor → inhibit norepinephrine and insulin release,β1 receptor → increase cardiac output and heart rate,all of the above,4,"Adrenergic receptors mediate sympathetic effects:<br><br><b>α1 receptors:</b> Gq → ↑ IP3/DAG → smooth muscle contraction (vasoconstriction, ↑ BP, mydriasis).<br><b>α2 receptors:</b> Gi → ↓ cAMP → inhibit norepinephrine release + inhibit insulin secretion.<br><b>β1 receptors:</b> Gs → ↑ cAMP → increase HR, contractility, renin release.<br><b>β2 receptors:</b> Gs → ↑ cAMP → smooth muscle relaxation (bronchodilation, vasodilation) + ↑ glucose output.<br><br><b>High-yield points:</b><br><ul><li>α1 = vasoconstriction, ↑ BP</li><li>α2 = ↓ NE + ↓ insulin</li><li>β1 = ↑ HR, contractility, renin</li><li>β2 = bronchodilation, vasodilation, ↑ glucose</li></ul><b>Why the other options are incorrect:</b><br><ul><li>Each listed effect is correct → best answer is 'All of the above'</li></ul>",6,,
What is the renal clearance rate of glucose under normal physiologic conditions?,0 mL/min,60 mL/min,125 mL/min,600 mL/min,1,"Glucose clearance is normally <b>0 mL/min</b> because filtered glucose is completely reabsorbed in the proximal tubule by sodium-glucose transporters (SGLT2, SGLT1). No glucose is excreted under physiologic conditions. Glucosuria appears when plasma glucose exceeds the transport maximum (Tm ~375 mg/min), correlating with a renal threshold of ~180–200 mg/dL. SGLT2 inhibitors increase urinary glucose clearance intentionally.<br><br><b>High-yield points:</b><ul><li>Glucose clearance = ~0 mL/min normally</li><li>Reabsorbed in proximal tubule by SGLTs</li><li>Threshold ~180–200 mg/dL → glucosuria</li><li>SGLT2 inhibitors ↑ clearance</li></ul><b>Why the other options are incorrect:</b><ul><li><b>60 mL/min:</b> too high</li><li><b>125 mL/min:</b> equals GFR, for solutes like inulin</li><li><b>600 mL/min:</b> renal plasma flow, not glucose clearance</li></ul>",6,,
Which of the following is not a function of the sympathetic nervous system?,Increase heart rate,Bronchodilation,Pupil constriction,Decrease GI motility,3,"The sympathetic system mediates 'fight-or-flight' responses via adrenergic receptors. <b>β1</b> receptors ↑ HR and contractility; <b>β2</b> causes bronchodilation and vasodilation; <b>α1</b> causes vasoconstriction and piloerection; overall, sympathetic tone decreases GI motility. In the iris, sympathetic α1 stimulates the radial muscle to cause <b>mydriasis (pupil dilation)</b>. Pupil constriction (<b>miosis</b>) is parasympathetic via CN III and the sphincter pupillae.<br><br><b>High-yield points:</b><ul><li>Sympathetic: ↑ HR, ↑ BP, bronchodilation, ↓ GI</li><li>Mydriasis = sympathetic (α1)</li><li>Miosis = parasympathetic (CN III, M3)</li><li>Sweat glands = sympathetic cholinergic exception</li></ul><b>Why the other options are incorrect:</b><ul><li><b>Increase HR:</b> β1-mediated</li><li><b>Bronchodilation:</b> β2-mediated</li><li><b>Decrease GI motility:</b> sympathetic effect</li></ul>",6,,
Which anterior pituitary hormones are secreted by basophils versus acidophils?,"Basophils secrete FSH, LH, ACTH, TSH; acidophils secrete GH, prolactin","Basophils secrete GH, prolactin; acidophils secrete FSH, LH, ACTH, TSH",Basophils secrete only ACTH; acidophils secrete all others,Acidophils secrete all anterior pituitary hormones,1,"Anterior pituitary cells: <b>Basophils</b> secrete <b>B-FLAT</b> (FSH, LH, ACTH, TSH). <b>Acidophils</b> secrete <b>GPA</b> (GH, prolactin). Mnemonic: B-FLAT, GPA.<br><br><b>High-yield points:</b><ul><li>Basophils: FSH, LH, ACTH, TSH</li><li>Acidophils: GH, prolactin</li></ul><b>Why incorrect:</b><ul><li>Option 2: reversed</li><li>Option 3: incomplete</li><li>Option 4: false, split between cell types</li></ul>",6,,
Absence of secretion from which organ is not absolutely essential for survival?,Pancreas,Thyroid gland,Adrenal cortex,Adrenal medulla,4,"The <b>adrenal medulla</b> secretes epinephrine and norepinephrine, important for stress responses but not essential for life. Sympathetic nerves provide redundancy. By contrast, adrenal cortex hormones (cortisol, aldosterone) are essential, as are insulin and thyroid hormones.<br><br><b>High-yield points:</b><ul><li>Non-essential: adrenal medulla</li><li>Essential: adrenal cortex, pancreas, thyroid</li></ul><b>Why incorrect:</b><ul><li>Pancreas: insulin vital</li><li>Thyroid: required for metabolism</li><li>Adrenal cortex: cortisol/aldosterone needed for survival</li></ul>",6,,
Aldosterone increases sodium reabsorption in the collecting duct by upregulating which channel?,Na⁺/K⁺ ATPase,ENaC,NKCC2,Aquaporin-2,2,"<b>Aldosterone</b> acts on principal cells of the collecting duct, upregulating luminal <b>ENaC</b> channels and stimulating basolateral Na⁺/K⁺ ATPase. This promotes Na⁺ retention, K⁺ secretion, and water reabsorption.<br><br><b>High-yield points:</b><ul><li>↑ ENaC, ↑ Na⁺/K⁺ ATPase, ↑ K⁺ secretion</li><li>Stimuli: angiotensin II, hyperkalemia</li></ul><b>Why incorrect:</b><ul><li>Na⁺/K⁺ ATPase: stimulated but not the direct luminal channel</li><li>NKCC2: loop of Henle</li><li>Aquaporin-2: regulated by ADH</li></ul>",6,,
Loss of GABAergic inhibition in the CNS is most associated with which clinical outcome?,Flaccid paralysis,Spastic paralysis with tetany,Hypotension,Hyporeflexia,2,"<b>GABA</b> is the main inhibitory neurotransmitter in the CNS. Loss of GABA/glycine activity → neuronal hyperexcitability → <b>spastic paralysis, tetany, hyperreflexia</b>. Seen in tetanus toxin exposure. UMN lesions also cause spastic paralysis.<br><br><b>High-yield points:</b><ul><li>GABA blocks hyperexcitability</li><li>Loss → tetany, spasticity</li></ul><b>Why incorrect:</b><ul><li>Flaccid paralysis: LMN lesions</li><li>Hypotension: not main outcome</li><li>Hyporeflexia: opposite; loss causes hyperreflexia</li></ul>",6,,
Where is the highest osmolarity in the nephron normally found?,Proximal tubule,Descending loop of Henle,Distal tubule,Collecting duct (medullary),4,"The highest osmolarity is in the <b>inner medullary collecting duct</b>, especially with ADH present. The countercurrent multiplier and vasa recta maintain the medullary gradient (>1200 mOsm).<br><br><b>High-yield points:</b><ul><li>Highest osmolarity: medullary collecting duct</li><li>Countercurrent multiplier + ADH are essential</li></ul><b>Why incorrect:</b><ul><li>Proximal: isosmotic reabsorption</li><li>Descending loop: osm ↑ but not maximal</li><li>Distal: filtrate is hypoosmotic</li></ul>",6,,
In which part of the kidney is urine most concentrated?,Cortex,Outer medulla,Inner medulla,Renal pelvis,3,"The <b>inner medulla</b> has the highest osmolality due to the <b>countercurrent multiplier system</b> and <b>urea recycling</b>. In the presence of ADH, the collecting duct becomes permeable to water, allowing equilibration with the hyperosmotic medulla and producing concentrated urine.<br><br><b>High-yield recap:</b><br>- Inner medulla = highest osmolality<br>- ADH ↑ water & urea permeability<br>- Produces maximally concentrated urine",6,,
"Which enzyme has the smaller Km (higher affinity) for glucose, functioning at low glucose concentrations?",Hexokinase,Glucokinase,Phosphofructokinase-1,Pyruvate kinase,1,"<b>Hexokinase</b> has a <b>low Km</b> (high affinity) and functions in most tissues even at low glucose concentrations. It is inhibited by glucose-6-phosphate.<br><br><b>Glucokinase</b>, in the liver and pancreatic β-cells, has a high Km (low affinity) and functions postprandially when glucose is abundant, acting as a <b>glucose sensor</b> for insulin release.<br><br><b>High-yield recap:</b><br>- Hexokinase = low Km, inhibited by G6P<br>- Glucokinase = high Km, acts post-meal<br>- Prevents hypoglycemia, aids glucose homeostasis",6,,
Which of the following correctly identifies the division of the respiratory system where gas exchange first begins?,Terminal bronchioles,Respiratory bronchioles,Alveolar ducts,Alveoli,2,"<b>Explanation:</b><br>The respiratory system has two functional zones with distinct roles.<br><br><b>Conducting Zone</b> — <i>air conditioning, not exchange</i><br>• Nose → Nasal cavities → Pharynx (nasopharynx, oropharynx) → Larynx → Trachea → Bronchi → <b>Terminal bronchioles</b>.<br>• Warms, humidifies, and filters air; epithelium is ciliated; walls are too thick for diffusion; <b>no alveoli</b>.<br><br><b>Respiratory Zone</b> — <i>site of gas exchange</i><br>• <b>Begins at the respiratory bronchioles</b> → alveolar ducts → alveolar sacs → alveoli.<br>• First appearance of alveoli in the airway wall allows O<sub>2</sub>/CO<sub>2</sub> diffusion.<br>• Alveoli contain <b>Type I pneumocytes</b> (gas exchange) and <b>Type II pneumocytes</b> (surfactant).<br><br><b>High-yield recap:</b> Gas exchange <b>begins at respiratory bronchioles</b>; the conducting zone (ending at terminal bronchioles) does <b>not</b> participate in diffusion.",6,,
Which cardiovascular structure closes functionally at birth primarily due to an increase in left atrial pressure?,Ductus arteriosus,Foramen ovale,Ductus venosus,Umbilical vein,2,"<b>Explanation:</b><br>At birth, lung expansion lowers pulmonary vascular resistance, increasing pulmonary venous return and <b>left atrial pressure</b>. This pressure shift pushes the septal flap against the foramen ovale, producing <b>functional closure within minutes</b>.<br><br><table role='grid' style='width:100%;border-collapse:collapse;font-size:14px;color:#000;'><thead><tr style='background:#111827;color:#fff;'><th style='padding:6px;border:1px solid #ddd;'>Structure</th><th style='padding:6px;border:1px solid #ddd;'>Fetal Role</th><th style='padding:6px;border:1px solid #ddd;'>Closure Mechanism</th><th style='padding:6px;border:1px solid #ddd;'>Adult Remnant</th></tr></thead><tbody><tr style='background:#fff;color:#000;'><td style='padding:6px;border:1px solid #ddd;'><b>Foramen ovale</b></td><td style='padding:6px;border:1px solid #ddd;'>RA → LA shunt</td><td style='padding:6px;border:1px solid #ddd;'>↑ LA pressure after first breaths → flap closes</td><td style='padding:6px;border:1px solid #ddd;'><i>Fossa ovalis</i></td></tr><tr style='background:#f9fafb;color:#000;'><td style='padding:6px;border:1px solid #ddd;'><b>Ductus arteriosus</b></td><td style='padding:6px;border:1px solid #ddd;'>Pulmonary artery ↔ aortic arch</td><td style='padding:6px;border:1px solid #ddd;'>↑ O<sub>2</sub>, ↓ PGE<sub>2</sub> → constriction in 24–48 h</td><td style='padding:6px;border:1px solid #ddd;'><i>Ligamentum arteriosum</i></td></tr><tr style='background:#fff;color:#000;'><td style='padding:6px;border:1px solid #ddd;'><b>Ductus venosus</b></td><td style='padding:6px;border:1px solid #ddd;'>Umbilical vein → IVC (bypasses liver)</td><td style='padding:6px;border:1px solid #ddd;'>Flow ceases → fibrosis</td><td style='padding:6px;border:1px solid #ddd;'><i>Ligamentum venosum</i></td></tr><tr style='background:#f9fafb;color:#000;'><td style='padding:6px;border:1px solid #ddd;'><b>Umbilical vein</b></td><td style='padding:6px;border:1px solid #ddd;'>Placenta → fetus (oxygenated)</td><td style='padding:6px;border:1px solid #ddd;'>Constriction</td><td style='padding:6px;border:1px solid #ddd;'><i>Ligamentum teres hepatis</i></td></tr><tr style='background:#fff;color:#000;'><td style='padding:6px;border:1px solid #ddd;'><b>Umbilical arteries</b></td><td style='padding:6px;border:1px solid #ddd;'>Fetus → placenta (deoxygenated)</td><td style='padding:6px;border:1px solid #ddd;'>Constriction</td><td style='padding:6px;border:1px solid #ddd;'><i>Medial umbilical ligaments</i></td></tr></tbody></table><br><b>Extra pearls:</b> The interventricular foramen closes <b>before birth</b> as the septum forms. Persistent ductus arteriosus (PDA) causes a continuous ‘machinery’ murmur.",6,,
Which neurotransmitter acts primarily through ligand-gated chloride channels to inhibit postsynaptic neurons in the CNS?,Glutamate,GABA,Nicotinic acetylcholine,NMDA (glutamate receptor),2,"<b>Explanation:</b><br><b>GABA</b> is the principal inhibitory neurotransmitter in the CNS. <b>GABA<sub>A</sub></b> receptors are ligand-gated <b>Cl<sup>−</sup> channels</b>; opening them causes Cl<sup>−</sup> influx → <b>hyperpolarization</b> → reduced likelihood of action potential firing.<br><br><b>Other key neurotransmitters:</b><br>• <b>Glycine</b> (spinal cord/brainstem): also opens Cl<sup>−</sup> channels → inhibitory.<br>• <b>Glutamate</b>: principal excitatory NT; via AMPA/NMDA/kainate, opens Na<sup>+</sup>/Ca<sup>2+</sup> channels → depolarization.<br>• <b>NMDA receptors</b> (a glutamate subtype): Na<sup>+</sup>/Ca<sup>2+</sup> influx; roles in learning/memory; voltage & ligand gated (Mg<sup>2+</sup> block relieved by depolarization).<br>• <b>Nicotinic ACh</b> (NMJ, autonomic ganglia): ligand-gated Na<sup>+</sup> channels → depolarization and muscle contraction.<br><br><b>High-yield recap:</b> Inhibitory = Cl<sup>−</sup> influx (GABA, glycine); Excitatory = Na<sup>+</sup>/Ca<sup>2+</sup> influx (glutamate, nicotinic ACh).",6,,
Fluoride inhibits glycolysis by interfering with which of the following enzymes?,Hexokinase,Phosphofructokinase,Enolase,Pyruvate kinase,3,"<b>Fluoride</b> inhibits glycolysis by targeting <b>enolase</b>, which catalyzes the conversion of <b>2-phosphoglycerate</b> to <b>phosphoenolpyruvate</b>. It acts by forming complexes with Mg<sup>2+</sup>, an essential cofactor for enolase, thus <b>blocking its function</b>.<br><br>This inhibition decreases bacterial carbohydrate metabolism and lactic acid production, forming the basis of fluoride’s <b>anticariogenic effect</b>.<br><br><b>High-Yield Review:</b><br>• Fluoride inhibits enolase<br>• Prevents phosphoenolpyruvate (PEP) formation<br>• Reduces acid production by bacteria<br>• Mechanism: binds Mg<sup>2+</sup> → inhibits enzyme activity",6,,
